,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,MER,Away Team Score,Play Team Indicator,Home Team Score,CENTRE-W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
429,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,429,00:49,"SUB OUT by GLADWELL,MADISON",,,,,,,"SUB OUT by GLADWELL,MADISON",4,subbing out,,meredith,madison gladwell,,49
430,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,430,00:49,,,,,"SUB IN by MORRIS,TAYLOR",,,"SUB IN by MORRIS,TAYLOR",4,subbing in,,Centre,taylor morris,,49
431,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,431,00:49,,,,,"SUB IN by MILLER,LAKKEN",,,"SUB IN by MILLER,LAKKEN",4,subbing in,,Centre,lakken miller,,49
432,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,432,00:49,,,,,"SUB OUT by WILSON,KATHLEEN",,,"SUB OUT by WILSON,KATHLEEN",4,subbing out,,Centre,kathleen wilson,,49
433,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,433,00:49,,,,,"SUB OUT by WEHBY,ABIGAIL",,,"SUB OUT by WEHBY,ABIGAIL",4,subbing out,,Centre,abigail wehby,,49
434,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,434,00:47,"MISS LAYUP by HOLMES,KATHERINE",,,,,,,"MISS LAYUP by HOLMES,KATHERINE",4,layup,missed,meredith,katherine holmes,,47
435,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,435,--,,,,,"REBOUND DEF by BUNNER,CHEYENNE",,,"REBOUND DEF by BUNNER,CHEYENNE",4,defensive rebound,,Centre,cheyenne bunner,,
436,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,436,00:47,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,4,timeout,,Centre,,,47
437,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,437,00:47,,,,,"SUB IN by WILSON,KATHLEEN",,,"SUB IN by WILSON,KATHLEEN",4,subbing in,,Centre,kathleen wilson,,47
438,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,438,00:47,,,,,"SUB IN by WEHBY,ABIGAIL",,,"SUB IN by WEHBY,ABIGAIL",4,subbing in,,Centre,abigail wehby,,47
439,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,439,00:47,,,,,"SUB OUT by MORRIS,TAYLOR",,,"SUB OUT by MORRIS,TAYLOR",4,subbing out,,Centre,taylor morris,,47
440,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,440,00:47,,,,,"SUB OUT by MILLER,LAKKEN",,,"SUB OUT by MILLER,LAKKEN",4,subbing out,,Centre,lakken miller,,47
441,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,441,00:45,"FOUL  by HASSELL,JANAH",,,,,,,"FOUL  by HASSELL,JANAH",4,foul,,meredith,janah hassell,,45
442,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,442,00:45,,46,,57 (+11),"GOOD FT by WEHBY,ABIGAIL",CENTRE-W 46-57 (+11),,"GOOD FT by WEHBY,ABIGAIL",4,free throw,good,Centre,abigail wehby,1,45
443,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,443,00:45,,46,,58 (+12),"GOOD FT by WEHBY,ABIGAIL",CENTRE-W 46-58 (+12),,"GOOD FT by WEHBY,ABIGAIL",4,free throw,good,Centre,abigail wehby,1,45
444,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,444,00:45,,,,,"SUB IN by MORRIS,TAYLOR",,,"SUB IN by MORRIS,TAYLOR",4,subbing in,,Centre,taylor morris,,45
445,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,445,00:45,,,,,"SUB IN by MILLER,LAKKEN",,,"SUB IN by MILLER,LAKKEN",4,subbing in,,Centre,lakken miller,,45
446,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,446,00:45,,,,,"SUB OUT by WILSON,KATHLEEN",,,"SUB OUT by WILSON,KATHLEEN",4,subbing out,,Centre,kathleen wilson,,45
447,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,447,00:45,,,,,"SUB OUT by WEHBY,ABIGAIL",,,"SUB OUT by WEHBY,ABIGAIL",4,subbing out,,Centre,abigail wehby,,45
448,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,448,00:33,"MISS 3PTR by COLEMAN,CAROLINE",,,,,,,"MISS 3PTR by COLEMAN,CAROLINE",4,three pointer,missed,meredith,caroline coleman,,33
449,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,449,--,"REBOUND OFF by HASSELL,JANAH",,,,,,,"REBOUND OFF by HASSELL,JANAH",4,offensive rebound,,meredith,janah hassell,,
450,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,450,00:28,"MISS JUMPER by HASSELL,JANAH",,,,,,,"MISS JUMPER by HASSELL,JANAH",4,jumper,missed,meredith,janah hassell,,28
451,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,451,--,"REBOUND OFF by SCHUH,KIMBERLY",,,,,,,"REBOUND OFF by SCHUH,KIMBERLY",4,offensive rebound,,meredith,kimberly schuh,,
452,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,452,00:25,,,,,"FOUL  by FEE,MIKAYLA",,,"FOUL  by FEE,MIKAYLA",4,foul,,Centre,mikayla fee,,25
453,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,453,00:25,"GOOD FT by SCHUH,KIMBERLY",47,,58 (+11),,MER 47-58 (+11),,"GOOD FT by SCHUH,KIMBERLY",4,free throw,good,meredith,kimberly schuh,1,25
454,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,454,00:25,"GOOD FT by SCHUH,KIMBERLY",48,,58 (+10),,MER 48-58 (+10),,"GOOD FT by SCHUH,KIMBERLY",4,free throw,good,meredith,kimberly schuh,1,25
455,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,455,00:25,,,,,"SUB IN by WEHBY,ABIGAIL",,,"SUB IN by WEHBY,ABIGAIL",4,subbing in,,Centre,abigail wehby,,25
456,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,456,00:25,,,,,"SUB IN by WILSON,KATHLEEN",,,"SUB IN by WILSON,KATHLEEN",4,subbing in,,Centre,kathleen wilson,,25
457,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,457,00:25,,,,,"SUB OUT by MORRIS,TAYLOR",,,"SUB OUT by MORRIS,TAYLOR",4,subbing out,,Centre,taylor morris,,25
458,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,458,00:25,,,,,"SUB OUT by MILLER,LAKKEN",,,"SUB OUT by MILLER,LAKKEN",4,subbing out,,Centre,lakken miller,,25
459,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,459,00:24,,,,,"MISS LAYUP by WILSON,KATHLEEN",,,"MISS LAYUP by WILSON,KATHLEEN",4,layup,missed,Centre,kathleen wilson,,24
460,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,460,--,"REBOUND DEF by HASSELL,JANAH",,,,,,,"REBOUND DEF by HASSELL,JANAH",4,defensive rebound,,meredith,janah hassell,,
461,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,461,00:19,"MISS LAYUP by COLEMAN,CAROLINE",,,,,,,"MISS LAYUP by COLEMAN,CAROLINE",4,layup,missed,meredith,caroline coleman,,19
462,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,462,--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,4,offensive rebound,,Centre,,,
463,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,463,00:14,"FOUL  by HASSELL,JANAH",,,,,,,"FOUL  by HASSELL,JANAH",4,foul,,meredith,janah hassell,,14
464,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,464,00:14,,48,,59 (+11),"GOOD FT by BUNNER,CHEYENNE",CENTRE-W 48-59 (+11),,"GOOD FT by BUNNER,CHEYENNE",4,free throw,good,Centre,cheyenne bunner,1,14
465,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,465,00:14,,,,,"MISS FT by BUNNER,CHEYENNE",,,"MISS FT by BUNNER,CHEYENNE",4,free throw,missed,Centre,cheyenne bunner,,14
466,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,466,--,"REBOUND DEF by KING,KIRSTIE",,,,,,,"REBOUND DEF by KING,KIRSTIE",4,defensive rebound,,meredith,kirstie king,,
467,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,467,00:14,,,,,"SUB IN by MORRIS,TAYLOR",,,"SUB IN by MORRIS,TAYLOR",4,subbing in,,Centre,taylor morris,,14
468,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,468,00:14,,,,,"SUB IN by MILLER,LAKKEN",,,"SUB IN by MILLER,LAKKEN",4,subbing in,,Centre,lakken miller,,14
469,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,469,00:14,,,,,"SUB OUT by WEHBY,ABIGAIL",,,"SUB OUT by WEHBY,ABIGAIL",4,subbing out,,Centre,abigail wehby,,14
470,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,470,00:14,,,,,"SUB OUT by WILSON,KATHLEEN",,,"SUB OUT by WILSON,KATHLEEN",4,subbing out,,Centre,kathleen wilson,,14
471,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,471,00:06,"MISS 3PTR by SCHUH,KIMBERLY",,,,,,,"MISS 3PTR by SCHUH,KIMBERLY",4,three pointer,missed,meredith,kimberly schuh,,6
472,1,meredith,Meredith,Centre,59-48,59,48,"11, 9, 18, 21, 59","11, 10, 10, 17, 48",11,9,18,21,59,11,10,10,17,48,1-0,0-3,11/16/18,Win,173,No Location Recorded,7:00 PM,H,472,--,,,,,"REBOUND DEF by MILLER,LAKKEN",,,"REBOUND DEF by MILLER,LAKKEN",4,defensive rebound,,Centre,lakken miller,,
