,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTRE,Away Team Score,Play Team Indicator,Home Team Score,HENDRIXW,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
181,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,181,02:49,"SUB OUT by WILSON,KAT",,,,,,,"SUB OUT by WILSON,KAT",2,subbing out,,Centre,kat wilson,,169
182,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,182,02:23,,,,,"MISS 3PTR by GUTIERREZ,ANISSA",,,"MISS 3PTR by GUTIERREZ,ANISSA",2,three pointer,missed,hendrix,anissa gutierrez,,143
183,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,183,--,,,,,"REBOUND OFF by NEILSON,BELLE",,,"REBOUND OFF by NEILSON,BELLE",2,offensive rebound,,hendrix,belle neilson,,
184,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,184,02:02,,,,,"MISS 3PTR by MOJAVER,ZOE",,,"MISS 3PTR by MOJAVER,ZOE",2,three pointer,missed,hendrix,zoe mojaver,,122
185,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,185,--,"REBOUND DEF by FEE,MIKAYLA",,,,,,,"REBOUND DEF by FEE,MIKAYLA",2,defensive rebound,,Centre,mikayla fee,,
186,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,186,01:53,,,,,"FOUL  by MOJAVER,ZOE",,,"FOUL  by MOJAVER,ZOE",2,foul,,hendrix,zoe mojaver,,113
187,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,187,01:53,"MISS JUMPER by FEE,MIKAYLA",,,,,,,"MISS JUMPER by FEE,MIKAYLA",2,jumper,missed,Centre,mikayla fee,,113
188,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,188,--,,,,,"REBOUND DEF by WOPPMAN,RACHEL",,,"REBOUND DEF by WOPPMAN,RACHEL",2,defensive rebound,,hendrix,rachel woppman,,
189,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,189,01:53,,,,,"SUB IN by SALYER,CASSIDY",,,"SUB IN by SALYER,CASSIDY",2,subbing in,,hendrix,cassidy salyer,,113
190,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,190,01:53,,,,,"SUB IN by JENKINS,KESSIE",,,"SUB IN by JENKINS,KESSIE",2,subbing in,,hendrix,kessie jenkins,,113
191,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,191,01:53,,,,,"SUB IN by ISBELL,ALI",,,"SUB IN by ISBELL,ALI",2,subbing in,,hendrix,ali isbell,,113
192,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,192,01:53,,,,,"SUB OUT by NEILSON,BELLE",,,"SUB OUT by NEILSON,BELLE",2,subbing out,,hendrix,belle neilson,,113
193,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,193,01:53,,,,,"SUB OUT by WENDT,CAROLINE",,,"SUB OUT by WENDT,CAROLINE",2,subbing out,,hendrix,caroline wendt,,113
194,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,194,01:53,,,,,"SUB OUT by MOJAVER,ZOE",,,"SUB OUT by MOJAVER,ZOE",2,subbing out,,hendrix,zoe mojaver,,113
195,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,195,01:47,,33 (+7),,26,"GOOD 3PTR by GUTIERREZ,ANISSA",HENDRIXW 33-26 (+7),,"GOOD 3PTR by GUTIERREZ,ANISSA",2,three pointer,good,hendrix,anissa gutierrez,3,107
196,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,196,01:32,"GOOD 3PTR by HEROLD,PAYTON",36 (+10),,26,,CENTRE 36-26 (+10),,"GOOD 3PTR by HEROLD,PAYTON",2,three pointer,good,Centre,payton herold,3,92
197,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,197,--,"ASSIST  by JENNINGS,RACHEL",,,,,,,"ASSIST  by JENNINGS,RACHEL",2,assist,,Centre,rachel jennings,,
198,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,198,01:24,,,,,"MISS 3PTR by SALYER,CASSIDY",,,"MISS 3PTR by SALYER,CASSIDY",2,three pointer,missed,hendrix,cassidy salyer,,84
199,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,199,--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2,defensive rebound,,Centre,,,
200,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,200,01:18,"SUB IN by MARCUM,MADISON",,,,,,,"SUB IN by MARCUM,MADISON",2,subbing in,,Centre,madison marcum,,78
201,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,201,01:18,"SUB IN by FEE,MIKAYLA",,,,,,,"SUB IN by FEE,MIKAYLA",2,subbing in,,Centre,mikayla fee,,78
202,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,202,01:18,"SUB OUT by THACKER,JOSIE",,,,,,,"SUB OUT by THACKER,JOSIE",2,subbing out,,Centre,josie thacker,,78
203,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,203,01:18,"SUB OUT by HICKS,ELLEN",,,,,,,"SUB OUT by HICKS,ELLEN",2,subbing out,,Centre,ellen hicks,,78
204,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,204,01:13,"MISS LAYUP by JENNINGS,RACHEL",,,,,,,"MISS LAYUP by JENNINGS,RACHEL",2,layup,missed,Centre,rachel jennings,,73
205,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,205,--,"REBOUND OFF by FEE,MIKAYLA",,,,,,,"REBOUND OFF by FEE,MIKAYLA",2,offensive rebound,,Centre,mikayla fee,,
206,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,206,01:10,,,,,"SUB IN by MOJAVER,ZOE",,,"SUB IN by MOJAVER,ZOE",2,subbing in,,hendrix,zoe mojaver,,70
207,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,207,01:10,,,,,"SUB OUT by SALYER,CASSIDY",,,"SUB OUT by SALYER,CASSIDY",2,subbing out,,hendrix,cassidy salyer,,70
208,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,208,01:03,,,,,"FOUL  by JENKINS,KESSIE",,,"FOUL  by JENKINS,KESSIE",2,foul,,hendrix,kessie jenkins,,63
209,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,209,01:03,"GOOD FT by FEE,MIKAYLA",37 (+11),,26,,CENTRE 37-26 (+11),,"GOOD FT by FEE,MIKAYLA",2,free throw,good,Centre,mikayla fee,1,63
210,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,210,01:03,"GOOD FT by FEE,MIKAYLA",38 (+12),,26,,CENTRE 38-26 (+12),,"GOOD FT by FEE,MIKAYLA",2,free throw,good,Centre,mikayla fee,1,63
211,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,211,00:47,,,,,"FOUL  by JENKINS,KESSIE",,,"FOUL  by JENKINS,KESSIE",2,foul,,hendrix,kessie jenkins,,47
212,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,212,00:47,,,,,"TURNOVER  by JENKINS,KESSIE",,,"TURNOVER  by JENKINS,KESSIE",2,turnover,,hendrix,kessie jenkins,,47
213,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,213,00:47,,,,,"SUB IN by NEILSON,BELLE",,,"SUB IN by NEILSON,BELLE",2,subbing in,,hendrix,belle neilson,,47
214,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,214,00:47,,,,,"SUB OUT by JENKINS,KESSIE",,,"SUB OUT by JENKINS,KESSIE",2,subbing out,,hendrix,kessie jenkins,,47
215,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,215,00:39,"MISS LAYUP by HEROLD,PAYTON",,,,,,,"MISS LAYUP by HEROLD,PAYTON",2,layup,missed,Centre,payton herold,,39
216,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,216,--,"REBOUND OFF by HEROLD,PAYTON",,,,,,,"REBOUND OFF by HEROLD,PAYTON",2,offensive rebound,,Centre,payton herold,,
217,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,217,00:35,,,,,"FOUL  by ISBELL,ALI",,,"FOUL  by ISBELL,ALI",2,foul,,hendrix,ali isbell,,35
218,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,218,00:35,"GOOD FT by HEROLD,PAYTON",39 (+13),,26,,CENTRE 39-26 (+13),,"GOOD FT by HEROLD,PAYTON",2,free throw,good,Centre,payton herold,1,35
219,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,219,00:35,"GOOD FT by HEROLD,PAYTON",40 (+14),,26,,CENTRE 40-26 (+14),,"GOOD FT by HEROLD,PAYTON",2,free throw,good,Centre,payton herold,1,35
220,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,220,00:11,,,,,"MISS LAYUP by WOPPMAN,RACHEL",,,"MISS LAYUP by WOPPMAN,RACHEL",2,layup,missed,hendrix,rachel woppman,,11
221,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,221,--,"REBOUND DEF by JENNINGS,RACHEL",,,,,,,"REBOUND DEF by JENNINGS,RACHEL",2,defensive rebound,,Centre,rachel jennings,,
222,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,222,Start Period 3,,,,,,,,,3,,,,,,
223,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,223,09:30,,,,,"MISS 3PTR by WOPPMAN,RACHEL",,,"MISS 3PTR by WOPPMAN,RACHEL",3,three pointer,missed,hendrix,rachel woppman,,570
224,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,224,--,"REBOUND DEF by JENNINGS,RACHEL",,,,,,,"REBOUND DEF by JENNINGS,RACHEL",3,defensive rebound,,Centre,rachel jennings,,
225,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,225,09:20,"TURNOVER  by JENNINGS,RACHEL",,,,,,,"TURNOVER  by JENNINGS,RACHEL",3,turnover,,Centre,rachel jennings,,560
226,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,226,09:19,,,,,"STEAL  by JENKINS,KESSIE",,,"STEAL  by JENKINS,KESSIE",3,steal,,hendrix,,,559
227,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,227,09:14,,,,,"FOUL  by JENKINS,KESSIE",,,"FOUL  by JENKINS,KESSIE",3,foul,,hendrix,kessie jenkins,,554
228,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,228,09:14,,,,,"TURNOVER  by JENKINS,KESSIE",,,"TURNOVER  by JENKINS,KESSIE",3,turnover,,hendrix,kessie jenkins,,554
229,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,229,09:14,,,,,"SUB IN by SALYER,CASSIDY",,,"SUB IN by SALYER,CASSIDY",3,subbing in,,hendrix,cassidy salyer,,554
230,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,230,09:14,,,,,"SUB OUT by JENKINS,KESSIE",,,"SUB OUT by JENKINS,KESSIE",3,subbing out,,hendrix,kessie jenkins,,554
231,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,231,08:59,"MISS JUMPER by WILSON,KAT",,,,,,,"MISS JUMPER by WILSON,KAT",3,jumper,missed,Centre,kat wilson,,539
232,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,232,--,,,,,"REBOUND DEF by ISBELL,ALI",,,"REBOUND DEF by ISBELL,ALI",3,defensive rebound,,hendrix,ali isbell,,
233,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,233,08:51,,,,,"MISS JUMPER by WENDT,CAROLINE",,,"MISS JUMPER by WENDT,CAROLINE",3,jumper,missed,hendrix,caroline wendt,,531
234,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,234,--,"REBOUND DEF by JENNINGS,RACHEL",,,,,,,"REBOUND DEF by JENNINGS,RACHEL",3,defensive rebound,,Centre,rachel jennings,,
235,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,235,08:45,"GOOD LAYUP by HICKS,ELLEN(fastbreak)(in the paint)",42 (+16),,26,,CENTRE 42-26 (+16),,"GOOD LAYUP by HICKS,ELLEN(fastbreak)(in the paint)",3,layup,good,Centre,ellen(fastbreak) hicks,2,525
236,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,236,--,"ASSIST  by JENNINGS,RACHEL",,,,,,,"ASSIST  by JENNINGS,RACHEL",3,assist,,Centre,rachel jennings,,
237,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,237,08:29,,,,,"MISS 3PTR by GUTIERREZ,ANISSA",,,"MISS 3PTR by GUTIERREZ,ANISSA",3,three pointer,missed,hendrix,anissa gutierrez,,509
238,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,238,--,"REBOUND DEF by FEE,MIKAYLA",,,,,,,"REBOUND DEF by FEE,MIKAYLA",3,defensive rebound,,Centre,mikayla fee,,
239,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,239,08:08,"GOOD LAYUP by WILSON,KAT(in the paint)",44 (+18),,26,,CENTRE 44-26 (+18),,"GOOD LAYUP by WILSON,KAT(in the paint)",3,layup,good,Centre,kat wilson,2,488
240,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,240,08:01,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,3,timeout,,Centre,,,481
241,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,241,08:01,"SUB IN by WEHBY,ABIGAIL",,,,,,,"SUB IN by WEHBY,ABIGAIL",3,subbing in,,Centre,abigail wehby,,481
242,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,242,08:01,"SUB IN by GARRETT,TAYLOR",,,,,,,"SUB IN by GARRETT,TAYLOR",3,subbing in,,Centre,taylor garrett,,481
243,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,243,08:01,"SUB IN by HEROLD,PAYTON",,,,,,,"SUB IN by HEROLD,PAYTON",3,subbing in,,Centre,payton herold,,481
244,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,244,08:01,"SUB IN by MURRAY,KYLEE",,,,,,,"SUB IN by MURRAY,KYLEE",3,subbing in,,Centre,kylee murray,,481
245,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,245,08:01,"SUB OUT by MARCUM,MADISON",,,,,,,"SUB OUT by MARCUM,MADISON",3,subbing out,,Centre,madison marcum,,481
