,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,HUNTW,Away Team Score,Play Team Indicator,Home Team Score,CENW,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
199,9,huntingdon,Huntingdon,Centre,55-63,55,63,"12, 12, 12, 19, 55","16, 16, 15, 16, 63",12,12,12,19,55,16,16,15,16,63,2-7,5-1,12/17/16,Lose,117,No Location Recorded,4 p.m.,H,199,04:39,,,,,"FOUL  by ANDREASSEN,CAROLINE",,,"FOUL  by ANDREASSEN,CAROLINE",2,foul,,Centre,caroline andreassen,,279
200,9,huntingdon,Huntingdon,Centre,55-63,55,63,"12, 12, 12, 19, 55","16, 16, 15, 16, 63",12,12,12,19,55,16,16,15,16,63,2-7,5-1,12/17/16,Lose,117,No Location Recorded,4 p.m.,H,200,04:39,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2,timeout,,Centre,,,279
201,9,huntingdon,Huntingdon,Centre,55-63,55,63,"12, 12, 12, 19, 55","16, 16, 15, 16, 63",12,12,12,19,55,16,16,15,16,63,2-7,5-1,12/17/16,Lose,117,No Location Recorded,4 p.m.,H,201,04:37,"GOOD LAYUP by DORMAN,JENNA(in the paint)",24 (+8),,16,,HUNTW 24-16 (-8),,"GOOD LAYUP by DORMAN,JENNA(in the paint)",2,layup,good,huntingdon,jenna dorman,2,277
202,9,huntingdon,Huntingdon,Centre,55-63,55,63,"12, 12, 12, 19, 55","16, 16, 15, 16, 63",12,12,12,19,55,16,16,15,16,63,2-7,5-1,12/17/16,Lose,117,No Location Recorded,4 p.m.,H,202,--,"ASSIST  by DUNCAN,TI",,,,,,,"ASSIST  by DUNCAN,TI",2,assist,,huntingdon,ti duncan,,
203,9,huntingdon,Huntingdon,Centre,55-63,55,63,"12, 12, 12, 19, 55","16, 16, 15, 16, 63",12,12,12,19,55,16,16,15,16,63,2-7,5-1,12/17/16,Lose,117,No Location Recorded,4 p.m.,H,203,04:37,,,,,"FOUL  by MOORE,LAUREN",,,"FOUL  by MOORE,LAUREN",2,foul,,Centre,lauren moore,,277
204,9,huntingdon,Huntingdon,Centre,55-63,55,63,"12, 12, 12, 19, 55","16, 16, 15, 16, 63",12,12,12,19,55,16,16,15,16,63,2-7,5-1,12/17/16,Lose,117,No Location Recorded,4 p.m.,H,204,04:37,"GOOD FT by DORMAN,JENNA",25 (+9),,16,,HUNTW 25-16 (-9),,"GOOD FT by DORMAN,JENNA",2,free throw,good,huntingdon,jenna dorman,1,277
205,9,huntingdon,Huntingdon,Centre,55-63,55,63,"12, 12, 12, 19, 55","16, 16, 15, 16, 63",12,12,12,19,55,16,16,15,16,63,2-7,5-1,12/17/16,Lose,117,No Location Recorded,4 p.m.,H,205,04:37,,,,,"SUB IN by KELLAM,PAIGE",,,"SUB IN by KELLAM,PAIGE",2,subbing in,,Centre,paige kellam,,277
206,9,huntingdon,Huntingdon,Centre,55-63,55,63,"12, 12, 12, 19, 55","16, 16, 15, 16, 63",12,12,12,19,55,16,16,15,16,63,2-7,5-1,12/17/16,Lose,117,No Location Recorded,4 p.m.,H,206,04:37,,,,,"SUB OUT by ANDREASSEN,CAROLINE",,,"SUB OUT by ANDREASSEN,CAROLINE",2,subbing out,,Centre,caroline andreassen,,277
207,9,huntingdon,Huntingdon,Centre,55-63,55,63,"12, 12, 12, 19, 55","16, 16, 15, 16, 63",12,12,12,19,55,16,16,15,16,63,2-7,5-1,12/17/16,Lose,117,No Location Recorded,4 p.m.,H,207,04:19,,25 (+6),,19,"GOOD 3PTR by BALLARD,AMI",CENW 25-19 (-6),,"GOOD 3PTR by BALLARD,AMI",2,three pointer,good,Centre,ami ballard,3,259
208,9,huntingdon,Huntingdon,Centre,55-63,55,63,"12, 12, 12, 19, 55","16, 16, 15, 16, 63",12,12,12,19,55,16,16,15,16,63,2-7,5-1,12/17/16,Lose,117,No Location Recorded,4 p.m.,H,208,--,,,,,"ASSIST  by KELLAM,PAIGE",,,"ASSIST  by KELLAM,PAIGE",2,assist,,Centre,paige kellam,,
209,9,huntingdon,Huntingdon,Centre,55-63,55,63,"12, 12, 12, 19, 55","16, 16, 15, 16, 63",12,12,12,19,55,16,16,15,16,63,2-7,5-1,12/17/16,Lose,117,No Location Recorded,4 p.m.,H,209,04:08,"MISS JUMPER by DORMAN,JENNA",,,,,,,"MISS JUMPER by DORMAN,JENNA",2,jumper,missed,huntingdon,jenna dorman,,248
210,9,huntingdon,Huntingdon,Centre,55-63,55,63,"12, 12, 12, 19, 55","16, 16, 15, 16, 63",12,12,12,19,55,16,16,15,16,63,2-7,5-1,12/17/16,Lose,117,No Location Recorded,4 p.m.,H,210,--,,,,,"REBOUND DEF by HOBBS,MEREDITH",,,"REBOUND DEF by HOBBS,MEREDITH",2,defensive rebound,,Centre,meredith hobbs,,
211,9,huntingdon,Huntingdon,Centre,55-63,55,63,"12, 12, 12, 19, 55","16, 16, 15, 16, 63",12,12,12,19,55,16,16,15,16,63,2-7,5-1,12/17/16,Lose,117,No Location Recorded,4 p.m.,H,211,03:57,,25 (+3),,22,"GOOD 3PTR by BALLARD,AMI",CENW 25-22 (-3),,"GOOD 3PTR by BALLARD,AMI",2,three pointer,good,Centre,ami ballard,3,237
212,9,huntingdon,Huntingdon,Centre,55-63,55,63,"12, 12, 12, 19, 55","16, 16, 15, 16, 63",12,12,12,19,55,16,16,15,16,63,2-7,5-1,12/17/16,Lose,117,No Location Recorded,4 p.m.,H,212,--,,,,,"ASSIST  by KELLAM,PAIGE",,,"ASSIST  by KELLAM,PAIGE",2,assist,,Centre,paige kellam,,
213,9,huntingdon,Huntingdon,Centre,55-63,55,63,"12, 12, 12, 19, 55","16, 16, 15, 16, 63",12,12,12,19,55,16,16,15,16,63,2-7,5-1,12/17/16,Lose,117,No Location Recorded,4 p.m.,H,213,03:55,"SUB IN by HARP,JULIETTE",,,,,,,"SUB IN by HARP,JULIETTE",2,subbing in,,huntingdon,juliette harp,,235
214,9,huntingdon,Huntingdon,Centre,55-63,55,63,"12, 12, 12, 19, 55","16, 16, 15, 16, 63",12,12,12,19,55,16,16,15,16,63,2-7,5-1,12/17/16,Lose,117,No Location Recorded,4 p.m.,H,214,03:55,"SUB OUT by GASTON,KHAKI",,,,,,,"SUB OUT by GASTON,KHAKI",2,subbing out,,huntingdon,khaki gaston,,235
215,9,huntingdon,Huntingdon,Centre,55-63,55,63,"12, 12, 12, 19, 55","16, 16, 15, 16, 63",12,12,12,19,55,16,16,15,16,63,2-7,5-1,12/17/16,Lose,117,No Location Recorded,4 p.m.,H,215,03:55,,,,,"SUB IN by STEWART,ABIGAIL",,,"SUB IN by STEWART,ABIGAIL",2,subbing in,,Centre,abigail stewart,,235
216,9,huntingdon,Huntingdon,Centre,55-63,55,63,"12, 12, 12, 19, 55","16, 16, 15, 16, 63",12,12,12,19,55,16,16,15,16,63,2-7,5-1,12/17/16,Lose,117,No Location Recorded,4 p.m.,H,216,03:55,,,,,"SUB OUT by MOORE,LAUREN",,,"SUB OUT by MOORE,LAUREN",2,subbing out,,Centre,lauren moore,,235
217,9,huntingdon,Huntingdon,Centre,55-63,55,63,"12, 12, 12, 19, 55","16, 16, 15, 16, 63",12,12,12,19,55,16,16,15,16,63,2-7,5-1,12/17/16,Lose,117,No Location Recorded,4 p.m.,H,217,03:28,"GOOD LAYUP by WEATHERSPOON,JELLO(in the paint)",27 (+5),,22,,HUNTW 27-22 (-5),,"GOOD LAYUP by WEATHERSPOON,JELLO(in the paint)",2,layup,good,huntingdon,jello weatherspoon,2,208
218,9,huntingdon,Huntingdon,Centre,55-63,55,63,"12, 12, 12, 19, 55","16, 16, 15, 16, 63",12,12,12,19,55,16,16,15,16,63,2-7,5-1,12/17/16,Lose,117,No Location Recorded,4 p.m.,H,218,--,"ASSIST  by DUNCAN,TI",,,,,,,"ASSIST  by DUNCAN,TI",2,assist,,huntingdon,ti duncan,,
219,9,huntingdon,Huntingdon,Centre,55-63,55,63,"12, 12, 12, 19, 55","16, 16, 15, 16, 63",12,12,12,19,55,16,16,15,16,63,2-7,5-1,12/17/16,Lose,117,No Location Recorded,4 p.m.,H,219,03:28,,,,,"FOUL  by HOBBS,MEREDITH",,,"FOUL  by HOBBS,MEREDITH",2,foul,,Centre,meredith hobbs,,208
220,9,huntingdon,Huntingdon,Centre,55-63,55,63,"12, 12, 12, 19, 55","16, 16, 15, 16, 63",12,12,12,19,55,16,16,15,16,63,2-7,5-1,12/17/16,Lose,117,No Location Recorded,4 p.m.,H,220,03:28,"GOOD FT by WEATHERSPOON,JELLO",28 (+6),,22,,HUNTW 28-22 (-6),,"GOOD FT by WEATHERSPOON,JELLO",2,free throw,good,huntingdon,jello weatherspoon,1,208
221,9,huntingdon,Huntingdon,Centre,55-63,55,63,"12, 12, 12, 19, 55","16, 16, 15, 16, 63",12,12,12,19,55,16,16,15,16,63,2-7,5-1,12/17/16,Lose,117,No Location Recorded,4 p.m.,H,221,03:11,,,,,"MISS 3PTR by HOBBS,MEREDITH",,,"MISS 3PTR by HOBBS,MEREDITH",2,three pointer,missed,Centre,meredith hobbs,,191
222,9,huntingdon,Huntingdon,Centre,55-63,55,63,"12, 12, 12, 19, 55","16, 16, 15, 16, 63",12,12,12,19,55,16,16,15,16,63,2-7,5-1,12/17/16,Lose,117,No Location Recorded,4 p.m.,H,222,--,,,,,"REBOUND OFF by BUNNER,CHEYENNE",,,"REBOUND OFF by BUNNER,CHEYENNE",2,offensive rebound,,Centre,cheyenne bunner,,
223,9,huntingdon,Huntingdon,Centre,55-63,55,63,"12, 12, 12, 19, 55","16, 16, 15, 16, 63",12,12,12,19,55,16,16,15,16,63,2-7,5-1,12/17/16,Lose,117,No Location Recorded,4 p.m.,H,223,03:04,,,,,"TURNOVER  by BUNNER,CHEYENNE",,,"TURNOVER  by BUNNER,CHEYENNE",2,turnover,,Centre,cheyenne bunner,,184
224,9,huntingdon,Huntingdon,Centre,55-63,55,63,"12, 12, 12, 19, 55","16, 16, 15, 16, 63",12,12,12,19,55,16,16,15,16,63,2-7,5-1,12/17/16,Lose,117,No Location Recorded,4 p.m.,H,224,03:03,"STEAL  by DUNCAN,TI",,,,,,,"STEAL  by DUNCAN,TI",2,steal,,huntingdon,,,183
225,9,huntingdon,Huntingdon,Centre,55-63,55,63,"12, 12, 12, 19, 55","16, 16, 15, 16, 63",12,12,12,19,55,16,16,15,16,63,2-7,5-1,12/17/16,Lose,117,No Location Recorded,4 p.m.,H,225,02:57,"MISS LAYUP by LOVER,JAI'LYN",,,,,,,"MISS LAYUP by LOVER,JAI'LYN",2,layup,missed,huntingdon,jai'lyn lover,,177
226,9,huntingdon,Huntingdon,Centre,55-63,55,63,"12, 12, 12, 19, 55","16, 16, 15, 16, 63",12,12,12,19,55,16,16,15,16,63,2-7,5-1,12/17/16,Lose,117,No Location Recorded,4 p.m.,H,226,02:57,,,,,"BLOCK  by STEWART,ABIGAIL",,,"BLOCK  by STEWART,ABIGAIL",2,block,,Centre,abigail stewart,,177
227,9,huntingdon,Huntingdon,Centre,55-63,55,63,"12, 12, 12, 19, 55","16, 16, 15, 16, 63",12,12,12,19,55,16,16,15,16,63,2-7,5-1,12/17/16,Lose,117,No Location Recorded,4 p.m.,H,227,--,,,,,"REBOUND DEF by KELLAM,PAIGE",,,"REBOUND DEF by KELLAM,PAIGE",2,defensive rebound,,Centre,paige kellam,,
228,9,huntingdon,Huntingdon,Centre,55-63,55,63,"12, 12, 12, 19, 55","16, 16, 15, 16, 63",12,12,12,19,55,16,16,15,16,63,2-7,5-1,12/17/16,Lose,117,No Location Recorded,4 p.m.,H,228,02:46,,28 (+4),,24,"GOOD JUMPER by KELLAM,PAIGE(fastbreak)(in the paint)",CENW 28-24 (-4),,"GOOD JUMPER by KELLAM,PAIGE(fastbreak)(in the paint)",2,jumper,good,Centre,paige(fastbreak) kellam,2,166
229,9,huntingdon,Huntingdon,Centre,55-63,55,63,"12, 12, 12, 19, 55","16, 16, 15, 16, 63",12,12,12,19,55,16,16,15,16,63,2-7,5-1,12/17/16,Lose,117,No Location Recorded,4 p.m.,H,229,02:25,"GOOD JUMPER by WEATHERSPOON,JELLO",30 (+6),,24,,HUNTW 30-24 (-6),,"GOOD JUMPER by WEATHERSPOON,JELLO",2,jumper,good,huntingdon,jello weatherspoon,2,145
230,9,huntingdon,Huntingdon,Centre,55-63,55,63,"12, 12, 12, 19, 55","16, 16, 15, 16, 63",12,12,12,19,55,16,16,15,16,63,2-7,5-1,12/17/16,Lose,117,No Location Recorded,4 p.m.,H,230,02:02,,,,,"MISS LAYUP by KELLAM,PAIGE",,,"MISS LAYUP by KELLAM,PAIGE",2,layup,missed,Centre,paige kellam,,122
231,9,huntingdon,Huntingdon,Centre,55-63,55,63,"12, 12, 12, 19, 55","16, 16, 15, 16, 63",12,12,12,19,55,16,16,15,16,63,2-7,5-1,12/17/16,Lose,117,No Location Recorded,4 p.m.,H,231,02:02,"BLOCK  by HARP,JULIETTE",,,,,,,"BLOCK  by HARP,JULIETTE",2,block,,huntingdon,juliette harp,,122
232,9,huntingdon,Huntingdon,Centre,55-63,55,63,"12, 12, 12, 19, 55","16, 16, 15, 16, 63",12,12,12,19,55,16,16,15,16,63,2-7,5-1,12/17/16,Lose,117,No Location Recorded,4 p.m.,H,232,--,"REBOUND DEF by HARP,JULIETTE",,,,,,,"REBOUND DEF by HARP,JULIETTE",2,defensive rebound,,huntingdon,juliette harp,,
233,9,huntingdon,Huntingdon,Centre,55-63,55,63,"12, 12, 12, 19, 55","16, 16, 15, 16, 63",12,12,12,19,55,16,16,15,16,63,2-7,5-1,12/17/16,Lose,117,No Location Recorded,4 p.m.,H,233,01:49,"MISS 3PTR by WEATHERSPOON,JELLO",,,,,,,"MISS 3PTR by WEATHERSPOON,JELLO",2,three pointer,missed,huntingdon,jello weatherspoon,,109
234,9,huntingdon,Huntingdon,Centre,55-63,55,63,"12, 12, 12, 19, 55","16, 16, 15, 16, 63",12,12,12,19,55,16,16,15,16,63,2-7,5-1,12/17/16,Lose,117,No Location Recorded,4 p.m.,H,234,--,"REBOUND OFF by DUNCAN,TI",,,,,,,"REBOUND OFF by DUNCAN,TI",2,offensive rebound,,huntingdon,ti duncan,,
235,9,huntingdon,Huntingdon,Centre,55-63,55,63,"12, 12, 12, 19, 55","16, 16, 15, 16, 63",12,12,12,19,55,16,16,15,16,63,2-7,5-1,12/17/16,Lose,117,No Location Recorded,4 p.m.,H,235,01:43,,,,,"SUB IN by MILLER,LAKKEN",,,"SUB IN by MILLER,LAKKEN",2,subbing in,,Centre,lakken miller,,103
236,9,huntingdon,Huntingdon,Centre,55-63,55,63,"12, 12, 12, 19, 55","16, 16, 15, 16, 63",12,12,12,19,55,16,16,15,16,63,2-7,5-1,12/17/16,Lose,117,No Location Recorded,4 p.m.,H,236,01:43,,,,,"SUB IN by FEE,MIKAYLA",,,"SUB IN by FEE,MIKAYLA",2,subbing in,,Centre,mikayla fee,,103
237,9,huntingdon,Huntingdon,Centre,55-63,55,63,"12, 12, 12, 19, 55","16, 16, 15, 16, 63",12,12,12,19,55,16,16,15,16,63,2-7,5-1,12/17/16,Lose,117,No Location Recorded,4 p.m.,H,237,01:43,,,,,"SUB OUT by BUNNER,CHEYENNE",,,"SUB OUT by BUNNER,CHEYENNE",2,subbing out,,Centre,cheyenne bunner,,103
238,9,huntingdon,Huntingdon,Centre,55-63,55,63,"12, 12, 12, 19, 55","16, 16, 15, 16, 63",12,12,12,19,55,16,16,15,16,63,2-7,5-1,12/17/16,Lose,117,No Location Recorded,4 p.m.,H,238,01:43,,,,,"SUB OUT by KELLAM,PAIGE",,,"SUB OUT by KELLAM,PAIGE",2,subbing out,,Centre,paige kellam,,103
239,9,huntingdon,Huntingdon,Centre,55-63,55,63,"12, 12, 12, 19, 55","16, 16, 15, 16, 63",12,12,12,19,55,16,16,15,16,63,2-7,5-1,12/17/16,Lose,117,No Location Recorded,4 p.m.,H,239,01:39,"MISS JUMPER by DORMAN,JENNA",,,,,,,"MISS JUMPER by DORMAN,JENNA",2,jumper,missed,huntingdon,jenna dorman,,99
240,9,huntingdon,Huntingdon,Centre,55-63,55,63,"12, 12, 12, 19, 55","16, 16, 15, 16, 63",12,12,12,19,55,16,16,15,16,63,2-7,5-1,12/17/16,Lose,117,No Location Recorded,4 p.m.,H,240,--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2,deadball rebound,,Centre,,,
241,9,huntingdon,Huntingdon,Centre,55-63,55,63,"12, 12, 12, 19, 55","16, 16, 15, 16, 63",12,12,12,19,55,16,16,15,16,63,2-7,5-1,12/17/16,Lose,117,No Location Recorded,4 p.m.,H,241,01:38,"FOUL  by HARP,JULIETTE",,,,,,,"FOUL  by HARP,JULIETTE",2,foul,,huntingdon,juliette harp,,98
242,9,huntingdon,Huntingdon,Centre,55-63,55,63,"12, 12, 12, 19, 55","16, 16, 15, 16, 63",12,12,12,19,55,16,16,15,16,63,2-7,5-1,12/17/16,Lose,117,No Location Recorded,4 p.m.,H,242,01:07,,,,,"MISS JUMPER by MILLER,LAKKEN",,,"MISS JUMPER by MILLER,LAKKEN",2,jumper,missed,Centre,lakken miller,,67
243,9,huntingdon,Huntingdon,Centre,55-63,55,63,"12, 12, 12, 19, 55","16, 16, 15, 16, 63",12,12,12,19,55,16,16,15,16,63,2-7,5-1,12/17/16,Lose,117,No Location Recorded,4 p.m.,H,243,01:07,"BLOCK  by HARP,JULIETTE",,,,,,,"BLOCK  by HARP,JULIETTE",2,block,,huntingdon,juliette harp,,67
244,9,huntingdon,Huntingdon,Centre,55-63,55,63,"12, 12, 12, 19, 55","16, 16, 15, 16, 63",12,12,12,19,55,16,16,15,16,63,2-7,5-1,12/17/16,Lose,117,No Location Recorded,4 p.m.,H,244,--,"REBOUND DEF by HARP,JULIETTE",,,,,,,"REBOUND DEF by HARP,JULIETTE",2,defensive rebound,,huntingdon,juliette harp,,
245,9,huntingdon,Huntingdon,Centre,55-63,55,63,"12, 12, 12, 19, 55","16, 16, 15, 16, 63",12,12,12,19,55,16,16,15,16,63,2-7,5-1,12/17/16,Lose,117,No Location Recorded,4 p.m.,H,245,00:57,"MISS 3PTR by DUNCAN,TI",,,,,,,"MISS 3PTR by DUNCAN,TI",2,three pointer,missed,huntingdon,ti duncan,,57
246,9,huntingdon,Huntingdon,Centre,55-63,55,63,"12, 12, 12, 19, 55","16, 16, 15, 16, 63",12,12,12,19,55,16,16,15,16,63,2-7,5-1,12/17/16,Lose,117,No Location Recorded,4 p.m.,H,246,--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2,deadball rebound,,Centre,,,
247,9,huntingdon,Huntingdon,Centre,55-63,55,63,"12, 12, 12, 19, 55","16, 16, 15, 16, 63",12,12,12,19,55,16,16,15,16,63,2-7,5-1,12/17/16,Lose,117,No Location Recorded,4 p.m.,H,247,00:55,"SUB IN by HILL,MAIA",,,,,,,"SUB IN by HILL,MAIA",2,subbing in,,huntingdon,maia hill,,55
248,9,huntingdon,Huntingdon,Centre,55-63,55,63,"12, 12, 12, 19, 55","16, 16, 15, 16, 63",12,12,12,19,55,16,16,15,16,63,2-7,5-1,12/17/16,Lose,117,No Location Recorded,4 p.m.,H,248,00:55,"SUB OUT by WEATHERSPOON,JELLO",,,,,,,"SUB OUT by WEATHERSPOON,JELLO",2,subbing out,,huntingdon,jello weatherspoon,,55
249,9,huntingdon,Huntingdon,Centre,55-63,55,63,"12, 12, 12, 19, 55","16, 16, 15, 16, 63",12,12,12,19,55,16,16,15,16,63,2-7,5-1,12/17/16,Lose,117,No Location Recorded,4 p.m.,H,249,00:55,,,,,"SUB IN by KELLAM,PAIGE",,,"SUB IN by KELLAM,PAIGE",2,subbing in,,Centre,paige kellam,,55
250,9,huntingdon,Huntingdon,Centre,55-63,55,63,"12, 12, 12, 19, 55","16, 16, 15, 16, 63",12,12,12,19,55,16,16,15,16,63,2-7,5-1,12/17/16,Lose,117,No Location Recorded,4 p.m.,H,250,00:55,,,,,"SUB OUT by MILLER,LAKKEN",,,"SUB OUT by MILLER,LAKKEN",2,subbing out,,Centre,lakken miller,,55
251,9,huntingdon,Huntingdon,Centre,55-63,55,63,"12, 12, 12, 19, 55","16, 16, 15, 16, 63",12,12,12,19,55,16,16,15,16,63,2-7,5-1,12/17/16,Lose,117,No Location Recorded,4 p.m.,H,251,00:42,,,,,"MISS LAYUP by FEE,MIKAYLA",,,"MISS LAYUP by FEE,MIKAYLA",2,layup,missed,Centre,mikayla fee,,42
252,9,huntingdon,Huntingdon,Centre,55-63,55,63,"12, 12, 12, 19, 55","16, 16, 15, 16, 63",12,12,12,19,55,16,16,15,16,63,2-7,5-1,12/17/16,Lose,117,No Location Recorded,4 p.m.,H,252,--,"REBOUND DEF by HARP,JULIETTE",,,,,,,"REBOUND DEF by HARP,JULIETTE",2,defensive rebound,,huntingdon,juliette harp,,
253,9,huntingdon,Huntingdon,Centre,55-63,55,63,"12, 12, 12, 19, 55","16, 16, 15, 16, 63",12,12,12,19,55,16,16,15,16,63,2-7,5-1,12/17/16,Lose,117,No Location Recorded,4 p.m.,H,253,00:24,"GOOD LAYUP by HILL,MAIA(in the paint)",32 (+8),,24,,HUNTW 32-24 (-8),,"GOOD LAYUP by HILL,MAIA(in the paint)",2,layup,good,huntingdon,maia hill,2,24
254,9,huntingdon,Huntingdon,Centre,55-63,55,63,"12, 12, 12, 19, 55","16, 16, 15, 16, 63",12,12,12,19,55,16,16,15,16,63,2-7,5-1,12/17/16,Lose,117,No Location Recorded,4 p.m.,H,254,00:09,,,,,"TURNOVER  by KELLAM,PAIGE",,,"TURNOVER  by KELLAM,PAIGE",2,turnover,,Centre,paige kellam,,9
255,9,huntingdon,Huntingdon,Centre,55-63,55,63,"12, 12, 12, 19, 55","16, 16, 15, 16, 63",12,12,12,19,55,16,16,15,16,63,2-7,5-1,12/17/16,Lose,117,No Location Recorded,4 p.m.,H,255,00:08,"STEAL  by BERNARD,ABIBA",,,,,,,"STEAL  by BERNARD,ABIBA",2,steal,,huntingdon,,,8
256,9,huntingdon,Huntingdon,Centre,55-63,55,63,"12, 12, 12, 19, 55","16, 16, 15, 16, 63",12,12,12,19,55,16,16,15,16,63,2-7,5-1,12/17/16,Lose,117,No Location Recorded,4 p.m.,H,256,00:00,"MISS 3PTR by DORMAN,JENNA",,,,,,,"MISS 3PTR by DORMAN,JENNA",2,three pointer,missed,huntingdon,jenna dorman,,0
257,9,huntingdon,Huntingdon,Centre,55-63,55,63,"12, 12, 12, 19, 55","16, 16, 15, 16, 63",12,12,12,19,55,16,16,15,16,63,2-7,5-1,12/17/16,Lose,117,No Location Recorded,4 p.m.,H,257,--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2,deadball rebound,,Centre,,,
258,9,huntingdon,Huntingdon,Centre,55-63,55,63,"12, 12, 12, 19, 55","16, 16, 15, 16, 63",12,12,12,19,55,16,16,15,16,63,2-7,5-1,12/17/16,Lose,117,No Location Recorded,4 p.m.,H,258,Start Period 3,,,,,,,,,3,,,,,,
259,9,huntingdon,Huntingdon,Centre,55-63,55,63,"12, 12, 12, 19, 55","16, 16, 15, 16, 63",12,12,12,19,55,16,16,15,16,63,2-7,5-1,12/17/16,Lose,117,No Location Recorded,4 p.m.,H,259,09:48,,32 (+6),,26,"GOOD JUMPER by ANDREASSEN,CAROLINE(in the paint)",CENW 32-26 (-6),,"GOOD JUMPER by ANDREASSEN,CAROLINE(in the paint)",3,jumper,good,Centre,caroline andreassen,2,588
260,9,huntingdon,Huntingdon,Centre,55-63,55,63,"12, 12, 12, 19, 55","16, 16, 15, 16, 63",12,12,12,19,55,16,16,15,16,63,2-7,5-1,12/17/16,Lose,117,No Location Recorded,4 p.m.,H,260,09:32,"GOOD JUMPER by DORMAN,JENNA",34 (+8),,26,,HUNTW 34-26 (-8),,"GOOD JUMPER by DORMAN,JENNA",3,jumper,good,huntingdon,jenna dorman,2,572
261,9,huntingdon,Huntingdon,Centre,55-63,55,63,"12, 12, 12, 19, 55","16, 16, 15, 16, 63",12,12,12,19,55,16,16,15,16,63,2-7,5-1,12/17/16,Lose,117,No Location Recorded,4 p.m.,H,261,--,"ASSIST  by DUNCAN,TI",,,,,,,"ASSIST  by DUNCAN,TI",3,assist,,huntingdon,ti duncan,,
262,9,huntingdon,Huntingdon,Centre,55-63,55,63,"12, 12, 12, 19, 55","16, 16, 15, 16, 63",12,12,12,19,55,16,16,15,16,63,2-7,5-1,12/17/16,Lose,117,No Location Recorded,4 p.m.,H,262,09:17,,,,,"MISS LAYUP by VANCE,DAY",,,"MISS LAYUP by VANCE,DAY",3,layup,missed,Centre,day vance,,557
263,9,huntingdon,Huntingdon,Centre,55-63,55,63,"12, 12, 12, 19, 55","16, 16, 15, 16, 63",12,12,12,19,55,16,16,15,16,63,2-7,5-1,12/17/16,Lose,117,No Location Recorded,4 p.m.,H,263,--,"REBOUND DEF by BERNARD,ABIBA",,,,,,,"REBOUND DEF by BERNARD,ABIBA",3,defensive rebound,,huntingdon,abiba bernard,,
264,9,huntingdon,Huntingdon,Centre,55-63,55,63,"12, 12, 12, 19, 55","16, 16, 15, 16, 63",12,12,12,19,55,16,16,15,16,63,2-7,5-1,12/17/16,Lose,117,No Location Recorded,4 p.m.,H,264,09:04,"GOOD JUMPER by WEATHERSPOON,JELLO",36 (+10),,26,,HUNTW 36-26 (-10),,"GOOD JUMPER by WEATHERSPOON,JELLO",3,jumper,good,huntingdon,jello weatherspoon,2,544
265,9,huntingdon,Huntingdon,Centre,55-63,55,63,"12, 12, 12, 19, 55","16, 16, 15, 16, 63",12,12,12,19,55,16,16,15,16,63,2-7,5-1,12/17/16,Lose,117,No Location Recorded,4 p.m.,H,265,08:53,,,,,"MISS LAYUP by STEWART,ABIGAIL",,,"MISS LAYUP by STEWART,ABIGAIL",3,layup,missed,Centre,abigail stewart,,533
266,9,huntingdon,Huntingdon,Centre,55-63,55,63,"12, 12, 12, 19, 55","16, 16, 15, 16, 63",12,12,12,19,55,16,16,15,16,63,2-7,5-1,12/17/16,Lose,117,No Location Recorded,4 p.m.,H,266,--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,3,offensive rebound,,Centre,,,
267,9,huntingdon,Huntingdon,Centre,55-63,55,63,"12, 12, 12, 19, 55","16, 16, 15, 16, 63",12,12,12,19,55,16,16,15,16,63,2-7,5-1,12/17/16,Lose,117,No Location Recorded,4 p.m.,H,267,08:50,,,,,"MISS JUMPER by STEWART,ABIGAIL",,,"MISS JUMPER by STEWART,ABIGAIL",3,jumper,missed,Centre,abigail stewart,,530
268,9,huntingdon,Huntingdon,Centre,55-63,55,63,"12, 12, 12, 19, 55","16, 16, 15, 16, 63",12,12,12,19,55,16,16,15,16,63,2-7,5-1,12/17/16,Lose,117,No Location Recorded,4 p.m.,H,268,--,"REBOUND DEF by WEATHERSPOON,JELLO",,,,,,,"REBOUND DEF by WEATHERSPOON,JELLO",3,defensive rebound,,huntingdon,jello weatherspoon,,
