,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,DPUW,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
196,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,196,18:00,,,,,"FOUL  by BAECHLE,PAIGE",,,"FOUL  by BAECHLE,PAIGE",2,foul,,Centre,paige baechle,,1080
197,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,197,17:42,"MISS 3PTR by TREES,SAVANNAH",,,,,,,"MISS 3PTR by TREES,SAVANNAH",2,three pointer,missed,depauw university,savannah trees,,1062
198,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,198,--,,,,,"REBOUND DEF by STOUGH,MARY GORDON",,,"REBOUND DEF by STOUGH,MARY GORDON",2,defensive rebound,,Centre,mary gordon stough,,
199,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,199,17:32,"FOUL  by ROSS,ALI",,,,,,,"FOUL  by ROSS,ALI",2,foul,,depauw university,ali ross,,1052
200,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,200,17:25,,,,,"FOUL  by JUDY,MICHELE",,,"FOUL  by JUDY,MICHELE",2,foul,,Centre,michele judy,,1045
201,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,201,17:09,"MISS JUMPER by STEPHENS,ALISON",,,,,,,"MISS JUMPER by STEPHENS,ALISON",2,jumper,missed,depauw university,alison stephens,,1029
202,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,202,--,,,,,"REBOUND DEF by GUY,ALANNA",,,"REBOUND DEF by GUY,ALANNA",2,defensive rebound,,Centre,alanna guy,,
203,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,203,16:50,,26,,29 (+3),"GOOD JUMPER by HARTLAGE,MAGGIE",CENTRE_W 26-29 (+3),,"GOOD JUMPER by HARTLAGE,MAGGIE",2,jumper,good,Centre,maggie hartlage,2,1010
204,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,204,--,,,,,"ASSIST  by GUY,ALANNA",,,"ASSIST  by GUY,ALANNA",2,assist,,Centre,alanna guy,,
205,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,205,16:35,"GOOD JUMPER by TREES,SAVANNAH",28,,29 (+1),,DPUW 28-29 (+1),,"GOOD JUMPER by TREES,SAVANNAH",2,jumper,good,depauw university,savannah trees,2,995
206,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,206,16:20,"FOUL  by MCGINNIS,ERIN",,,,,,,"FOUL  by MCGINNIS,ERIN",2,foul,,depauw university,erin mcginnis,,980
207,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,207,16:05,,28,,31 (+3),"GOOD JUMPER by RHULE,BONNIE",CENTRE_W 28-31 (+3),,"GOOD JUMPER by RHULE,BONNIE",2,jumper,good,Centre,bonnie rhule,2,965
208,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,208,--,,,,,"ASSIST  by STOUGH,MARY GORDON",,,"ASSIST  by STOUGH,MARY GORDON",2,assist,,Centre,mary gordon stough,,
209,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,209,15:38,"GOOD JUMPER by DOUGLAS,HANNAH",30,,31 (+1),,DPUW 30-31 (+1),,"GOOD JUMPER by DOUGLAS,HANNAH",2,jumper,good,depauw university,hannah douglas,2,938
210,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,210,15:16,,,,,"TURNOVER  by STOUGH,MARY GORDON",,,"TURNOVER  by STOUGH,MARY GORDON",2,turnover,,Centre,mary gordon stough,,916
211,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,211,15:16,"SUB IN by KELLER,ABBY",,,,,,,"SUB IN by KELLER,ABBY",2,subbing in,,depauw university,abby keller,,916
212,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,212,15:16,"SUB IN by ONDIK,EMMA",,,,,,,"SUB IN by ONDIK,EMMA",2,subbing in,,depauw university,emma ondik,,916
213,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,213,15:16,"SUB OUT by MCGINNIS,ERIN",,,,,,,"SUB OUT by MCGINNIS,ERIN",2,subbing out,,depauw university,erin mcginnis,,916
214,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,214,15:16,"SUB OUT by ROSS,ALI",,,,,,,"SUB OUT by ROSS,ALI",2,subbing out,,depauw university,ali ross,,916
215,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,215,15:16,,,,,"SUB IN by GUY,ALEXIS",,,"SUB IN by GUY,ALEXIS",2,subbing in,,Centre,alexis guy,,916
216,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,216,15:16,,,,,"SUB IN by COLLIVER,OLIVIA",,,"SUB IN by COLLIVER,OLIVIA",2,subbing in,,Centre,olivia colliver,,916
217,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,217,15:16,,,,,"SUB OUT by BAECHLE,PAIGE",,,"SUB OUT by BAECHLE,PAIGE",2,subbing out,,Centre,paige baechle,,916
218,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,218,15:16,,,,,"SUB OUT by STOUGH,MARY GORDON",,,"SUB OUT by STOUGH,MARY GORDON",2,subbing out,,Centre,mary gordon stough,,916
219,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,219,14:59,,,,,"FOUL  by RHULE,BONNIE",,,"FOUL  by RHULE,BONNIE",2,foul,,Centre,bonnie rhule,,899
220,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,220,14:52,,,,,"FOUL  by COLLIVER,OLIVIA",,,"FOUL  by COLLIVER,OLIVIA",2,foul,,Centre,olivia colliver,,892
221,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,221,14:52,"GOOD FT by STEPHENS,ALISON",31,,31,,DPUW 31-31 (0),,"GOOD FT by STEPHENS,ALISON",2,free throw,good,depauw university,alison stephens,1,892
222,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,222,14:52,"GOOD FT by STEPHENS,ALISON",32 (+1),,31,,DPUW 32-31 (-1),,"GOOD FT by STEPHENS,ALISON",2,free throw,good,depauw university,alison stephens,1,892
223,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,223,14:29,,,,,"TURNOVER  by COLLIVER,OLIVIA",,,"TURNOVER  by COLLIVER,OLIVIA",2,turnover,,Centre,olivia colliver,,869
224,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,224,14:29,,,,,"SUB IN by BAECHLE,PAIGE",,,"SUB IN by BAECHLE,PAIGE",2,subbing in,,Centre,paige baechle,,869
225,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,225,14:29,,,,,"SUB OUT by RHULE,BONNIE",,,"SUB OUT by RHULE,BONNIE",2,subbing out,,Centre,bonnie rhule,,869
226,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,226,14:18,"MISS JUMPER by DOUGLAS,HANNAH",,,,,,,"MISS JUMPER by DOUGLAS,HANNAH",2,jumper,missed,depauw university,hannah douglas,,858
227,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,227,--,,,,,"REBOUND DEF by BAECHLE,PAIGE",,,"REBOUND DEF by BAECHLE,PAIGE",2,defensive rebound,,Centre,paige baechle,,
228,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,228,14:03,,,,,"MISS LAYUP by JUDY,MICHELE",,,"MISS LAYUP by JUDY,MICHELE",2,layup,missed,Centre,michele judy,,843
229,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,229,--,"REBOUND DEF by TREES,SAVANNAH",,,,,,,"REBOUND DEF by TREES,SAVANNAH",2,defensive rebound,,depauw university,savannah trees,,
230,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,230,13:57,"MISS JUMPER by TREES,SAVANNAH",,,,,,,"MISS JUMPER by TREES,SAVANNAH",2,jumper,missed,depauw university,savannah trees,,837
231,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,231,--,,,,,"REBOUND DEF by COLLIVER,OLIVIA",,,"REBOUND DEF by COLLIVER,OLIVIA",2,defensive rebound,,Centre,olivia colliver,,
232,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,232,13:43,,32,,33 (+1),"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",CENTRE_W 32-33 (+1),,"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",2,layup,good,Centre,paige baechle,2,823
233,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,233,--,,,,,"ASSIST  by JUDY,MICHELE",,,"ASSIST  by JUDY,MICHELE",2,assist,,Centre,michele judy,,
234,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,234,13:13,"MISS 3PTR by ONDIK,EMMA",,,,,,,"MISS 3PTR by ONDIK,EMMA",2,three pointer,missed,depauw university,emma ondik,,793
235,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,235,--,"REBOUND OFF by KELLER,ABBY",,,,,,,"REBOUND OFF by KELLER,ABBY",2,offensive rebound,,depauw university,abby keller,,
236,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,236,12:55,"MISS 3PTR by TREES,SAVANNAH",,,,,,,"MISS 3PTR by TREES,SAVANNAH",2,three pointer,missed,depauw university,savannah trees,,775
237,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,237,--,"REBOUND OFF by KELLER,ABBY",,,,,,,"REBOUND OFF by KELLER,ABBY",2,offensive rebound,,depauw university,abby keller,,
238,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,238,12:44,"GOOD 3PTR by ONDIK,EMMA",35 (+2),,33,,DPUW 35-33 (-2),,"GOOD 3PTR by ONDIK,EMMA",2,three pointer,good,depauw university,emma ondik,3,764
239,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,239,--,"ASSIST  by TREES,SAVANNAH",,,,,,,"ASSIST  by TREES,SAVANNAH",2,assist,,depauw university,savannah trees,,
240,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,240,12:16,,35,,35,"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",CENTRE_W 35-35 (0),,"GOOD LAYUP by BAECHLE,PAIGE(in the paint)",2,layup,good,Centre,paige baechle,2,736
241,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,241,12:01,,,,,"FOUL  by GUY,ALEXIS",,,"FOUL  by GUY,ALEXIS",2,foul,,Centre,alexis guy,,721
242,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,242,12:01,"GOOD FT by TREES,SAVANNAH",36 (+1),,35,,DPUW 36-35 (-1),,"GOOD FT by TREES,SAVANNAH",2,free throw,good,depauw university,savannah trees,1,721
243,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,243,12:01,"MISS FT by TREES,SAVANNAH",,,,,,,"MISS FT by TREES,SAVANNAH",2,free throw,missed,depauw university,savannah trees,,721
244,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,244,--,,,,,"REBOUND DEF by BAECHLE,PAIGE",,,"REBOUND DEF by BAECHLE,PAIGE",2,defensive rebound,,Centre,paige baechle,,
245,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,245,11:45,,,,,"MISS JUMPER by BAECHLE,PAIGE",,,"MISS JUMPER by BAECHLE,PAIGE",2,jumper,missed,Centre,paige baechle,,705
246,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,246,--,"REBOUND DEF by STEPHENS,ALISON",,,,,,,"REBOUND DEF by STEPHENS,ALISON",2,defensive rebound,,depauw university,alison stephens,,
247,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,247,11:15,"MISS LAYUP by ONDIK,EMMA",,,,,,,"MISS LAYUP by ONDIK,EMMA",2,layup,missed,depauw university,emma ondik,,675
248,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,248,--,"REBOUND OFF by KELLER,ABBY",,,,,,,"REBOUND OFF by KELLER,ABBY",2,offensive rebound,,depauw university,abby keller,,
249,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,249,11:05,"FOUL  by STEPHENS,ALISON",,,,,,,"FOUL  by STEPHENS,ALISON",2,foul,,depauw university,alison stephens,,665
250,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,250,10:43,,,,,"MISS LAYUP by HARTLAGE,MAGGIE",,,"MISS LAYUP by HARTLAGE,MAGGIE",2,layup,missed,Centre,maggie hartlage,,643
251,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,251,--,,,,,"REBOUND OFF by BAECHLE,PAIGE",,,"REBOUND OFF by BAECHLE,PAIGE",2,offensive rebound,,Centre,paige baechle,,
252,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,252,10:41,"FOUL  by HOWARD,TAYLOR",,,,,,,"FOUL  by HOWARD,TAYLOR",2,foul,,depauw university,taylor howard,,641
253,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,253,10:41,,36,,36,"GOOD FT by BAECHLE,PAIGE",CENTRE_W 36-36 (0),,"GOOD FT by BAECHLE,PAIGE",2,free throw,good,Centre,paige baechle,1,641
254,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,254,10:41,,36,,37 (+1),"GOOD FT by BAECHLE,PAIGE",CENTRE_W 36-37 (+1),,"GOOD FT by BAECHLE,PAIGE",2,free throw,good,Centre,paige baechle,1,641
255,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,255,10:41,"SUB IN by HOWARD,TAYLOR",,,,,,,"SUB IN by HOWARD,TAYLOR",2,subbing in,,depauw university,taylor howard,,641
256,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,256,10:41,"SUB IN by ROSS,ALI",,,,,,,"SUB IN by ROSS,ALI",2,subbing in,,depauw university,ali ross,,641
257,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,257,10:41,"SUB IN by ABENDROTH,LAUREN",,,,,,,"SUB IN by ABENDROTH,LAUREN",2,subbing in,,depauw university,lauren abendroth,,641
258,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,258,10:41,"SUB OUT by STEPHENS,ALISON",,,,,,,"SUB OUT by STEPHENS,ALISON",2,subbing out,,depauw university,alison stephens,,641
259,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,259,10:41,"SUB OUT by DOUGLAS,HANNAH",,,,,,,"SUB OUT by DOUGLAS,HANNAH",2,subbing out,,depauw university,hannah douglas,,641
260,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,260,10:41,"SUB OUT by TREES,SAVANNAH",,,,,,,"SUB OUT by TREES,SAVANNAH",2,subbing out,,depauw university,savannah trees,,641
261,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,261,10:41,,,,,"SUB IN by JUDY,MICHELE",,,"SUB IN by JUDY,MICHELE",2,subbing in,,Centre,michele judy,,641
262,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,262,10:41,,,,,"SUB OUT by COLLIVER,OLIVIA",,,"SUB OUT by COLLIVER,OLIVIA",2,subbing out,,Centre,olivia colliver,,641
263,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,263,10:34,"MISS 3PTR by ABENDROTH,LAUREN",,,,,,,"MISS 3PTR by ABENDROTH,LAUREN",2,three pointer,missed,depauw university,lauren abendroth,,634
264,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,264,--,,,,,"REBOUND DEF by GUY,ALANNA",,,"REBOUND DEF by GUY,ALANNA",2,defensive rebound,,Centre,alanna guy,,
265,4,depauw,DePauw University,Centre College,64-68,64,68,"25, 25, 8, 6, 64","24, 26, 8, 10, 68",25,25,8,6,64,24,26,8,10,68,3-1,4-0,11/23/13,Lose,221,No Location Recorded,3:00 p.m.,H,265,10:22,"GOOD 3PTR by ONDIK,EMMA",39 (+2),,37,,DPUW 39-37 (-2),,"GOOD 3PTR by ONDIK,EMMA",2,three pointer,good,depauw university,emma ondik,3,622
