,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,RHODESWB,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
185,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,185,02:47,"SUB OUT by JOHNSON,SARAH",,,,,,,"SUB OUT by JOHNSON,SARAH",1,subbing out,,rhodes college,sarah johnson,,167
186,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,186,02:47,,,,,"SUB IN by STOUGH,MARY GORDON",,,"SUB IN by STOUGH,MARY GORDON",1,subbing in,,Centre,mary gordon stough,,167
187,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,187,02:47,,,,,"SUB OUT by GUY,ALANNA",,,"SUB OUT by GUY,ALANNA",1,subbing out,,Centre,alanna guy,,167
188,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,188,02:44,,,,,"TURNOVER  by GUY,ALEXIS",,,"TURNOVER  by GUY,ALEXIS",1,turnover,,Centre,alexis guy,,164
189,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,189,02:24,"MISS 3PTR by GOODRUM,NATALIE",,,,,,,"MISS 3PTR by GOODRUM,NATALIE",1,three pointer,missed,rhodes college,natalie goodrum,,144
190,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,190,--,,,,,"REBOUND DEF by BAECHLE,PAIGE",,,"REBOUND DEF by BAECHLE,PAIGE",1,defensive rebound,,Centre,paige baechle,,
191,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,191,02:07,,38 (+13),,25,"GOOD 3PTR by HARTLAGE,MAGGIE",CENTRE_W 38-25 (-13),,"GOOD 3PTR by HARTLAGE,MAGGIE",1,three pointer,good,Centre,maggie hartlage,3,127
192,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,192,--,,,,,"ASSIST  by GUY,ALEXIS",,,"ASSIST  by GUY,ALEXIS",1,assist,,Centre,alexis guy,,
193,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,193,01:47,"GOOD JUMPER by TODMAN,DY'NELLE",40 (+15),,25,,RHODESWB 40-25 (-15),,"GOOD JUMPER by TODMAN,DY'NELLE",1,jumper,good,rhodes college,dy'nelle todman,2,107
194,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,194,01:32,,,,,"MISS JUMPER by BAECHLE,PAIGE",,,"MISS JUMPER by BAECHLE,PAIGE",1,jumper,missed,Centre,paige baechle,,92
195,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,195,--,"REBOUND DEF by KRAMER,BAILEY",,,,,,,"REBOUND DEF by KRAMER,BAILEY",1,defensive rebound,,rhodes college,bailey kramer,,
196,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,196,01:04,"MISS 3PTR by TODMAN,DY'NELLE",,,,,,,"MISS 3PTR by TODMAN,DY'NELLE",1,three pointer,missed,rhodes college,dy'nelle todman,,64
197,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,197,--,"REBOUND OFF by BUTLER,MADISON",,,,,,,"REBOUND OFF by BUTLER,MADISON",1,offensive rebound,,rhodes college,madison butler,,
198,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,198,00:36,"MISS 3PTR by GOODRUM,NATALIE",,,,,,,"MISS 3PTR by GOODRUM,NATALIE",1,three pointer,missed,rhodes college,natalie goodrum,,36
199,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,199,--,,,,,"REBOUND DEF by HARTLAGE,MAGGIE",,,"REBOUND DEF by HARTLAGE,MAGGIE",1,defensive rebound,,Centre,maggie hartlage,,
200,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,200,00:13,,,,,"TURNOVER  by COLLIVER,OLIVIA",,,"TURNOVER  by COLLIVER,OLIVIA",1,turnover,,Centre,olivia colliver,,13
201,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,201,00:13,"STEAL  by GOODRUM,NATALIE",,,,,,,"STEAL  by GOODRUM,NATALIE",1,steal,,rhodes college,,,13
202,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,202,00:13,,,,,"FOUL  by GUY,ALEXIS",,,"FOUL  by GUY,ALEXIS",1,foul,,Centre,alexis guy,,13
203,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,203,00:13,"MISS FT by GOODRUM,NATALIE",,,,,,,"MISS FT by GOODRUM,NATALIE",1,free throw,missed,rhodes college,natalie goodrum,,13
204,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,204,--,"REBOUND OFF by BUTLER,MADISON",,,,,,,"REBOUND OFF by BUTLER,MADISON",1,offensive rebound,,rhodes college,madison butler,,
205,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,205,00:13,"MISS FT by GOODRUM,NATALIE",,,,,,,"MISS FT by GOODRUM,NATALIE",1,free throw,missed,rhodes college,natalie goodrum,,13
206,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,206,--,,,,,"REBOUND DEF by BAECHLE,PAIGE",,,"REBOUND DEF by BAECHLE,PAIGE",1,defensive rebound,,Centre,paige baechle,,
207,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,207,00:13,,,,,"SUB IN by JUDY,MICHELE",,,"SUB IN by JUDY,MICHELE",1,subbing in,,Centre,michele judy,,13
208,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,208,00:13,,,,,"SUB IN by GUY,ALANNA",,,"SUB IN by GUY,ALANNA",1,subbing in,,Centre,alanna guy,,13
209,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,209,00:13,,,,,"SUB IN by ANDREASSEN,CAROLINE",,,"SUB IN by ANDREASSEN,CAROLINE",1,subbing in,,Centre,caroline andreassen,,13
210,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,210,00:13,,,,,"SUB OUT by STOUGH,MARY GORDON",,,"SUB OUT by STOUGH,MARY GORDON",1,subbing out,,Centre,mary gordon stough,,13
211,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,211,00:13,,,,,"SUB OUT by GUY,ALEXIS",,,"SUB OUT by GUY,ALEXIS",1,subbing out,,Centre,alexis guy,,13
212,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,212,00:13,,,,,"SUB OUT by COLLIVER,OLIVIA",,,"SUB OUT by COLLIVER,OLIVIA",1,subbing out,,Centre,olivia colliver,,13
213,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,213,00:01,,,,,"MISS JUMPER by HARTLAGE,MAGGIE",,,"MISS JUMPER by HARTLAGE,MAGGIE",1,jumper,missed,Centre,maggie hartlage,,1
214,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,214,00:01,"BLOCK  by AVANT,LAUREN",,,,,,,"BLOCK  by AVANT,LAUREN",1,block,,rhodes college,lauren avant,,1
215,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,215,--,,,,,"REBOUND OFF by BAECHLE,PAIGE",,,"REBOUND OFF by BAECHLE,PAIGE",1,offensive rebound,,Centre,paige baechle,,
216,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,216,00:01,"FOUL  by GOODRUM,NATALIE",,,,,,,"FOUL  by GOODRUM,NATALIE",1,foul,,rhodes college,natalie goodrum,,1
217,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,217,00:01,,40 (+14),,26,"GOOD FT by BAECHLE,PAIGE",CENTRE_W 40-26 (-14),,"GOOD FT by BAECHLE,PAIGE",1,free throw,good,Centre,paige baechle,1,1
218,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,218,00:01,,40 (+13),,27,"GOOD FT by BAECHLE,PAIGE",CENTRE_W 40-27 (-13),,"GOOD FT by BAECHLE,PAIGE",1,free throw,good,Centre,paige baechle,1,1
219,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,219,00:00,"MISS 3PTR by AVANT,LAUREN",,,,,,,"MISS 3PTR by AVANT,LAUREN",1,three pointer,missed,rhodes college,lauren avant,,0
220,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,220,--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1,deadball rebound,,Centre,,,
221,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,221,Start Period 2,,,,,,,,,2,,,,,,
222,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,222,20:00,"SUB IN by SMITH,BLAIRE",,,,,,,"SUB IN by SMITH,BLAIRE",2,subbing in,,rhodes college,blaire smith,,1200
223,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,223,20:00,"SUB OUT by GOODRUM,NATALIE",,,,,,,"SUB OUT by GOODRUM,NATALIE",2,subbing out,,rhodes college,natalie goodrum,,1200
224,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,224,19:42,,,,,"MISS 3PTR by RHULE,BONNIE",,,"MISS 3PTR by RHULE,BONNIE",2,three pointer,missed,Centre,bonnie rhule,,1182
225,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,225,19:42,"BLOCK  by JOHNSON,SARAH",,,,,,,"BLOCK  by JOHNSON,SARAH",2,block,,rhodes college,sarah johnson,,1182
226,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,226,--,"REBOUND DEF by AVANT,LAUREN",,,,,,,"REBOUND DEF by AVANT,LAUREN",2,defensive rebound,,rhodes college,lauren avant,,
227,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,227,19:36,"TURNOVER  by SMITH,BLAIRE",,,,,,,"TURNOVER  by SMITH,BLAIRE",2,turnover,,rhodes college,blaire smith,,1176
228,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,228,19:19,,,,,"MISS 3PTR by HARTLAGE,MAGGIE",,,"MISS 3PTR by HARTLAGE,MAGGIE",2,three pointer,missed,Centre,maggie hartlage,,1159
229,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,229,--,"REBOUND DEF by AVANT,LAUREN",,,,,,,"REBOUND DEF by AVANT,LAUREN",2,defensive rebound,,rhodes college,lauren avant,,
230,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,230,19:12,"MISS LAYUP by AVANT,LAUREN",,,,,,,"MISS LAYUP by AVANT,LAUREN",2,layup,missed,rhodes college,lauren avant,,1152
231,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,231,--,"REBOUND OFF by BUTLER,MADISON",,,,,,,"REBOUND OFF by BUTLER,MADISON",2,offensive rebound,,rhodes college,madison butler,,
232,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,232,19:11,,,,,"FOUL  by BAECHLE,PAIGE",,,"FOUL  by BAECHLE,PAIGE",2,foul,,Centre,paige baechle,,1151
233,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,233,19:11,,,,,"SUB IN by ANDREASSEN,CAROLINE",,,"SUB IN by ANDREASSEN,CAROLINE",2,subbing in,,Centre,caroline andreassen,,1151
234,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,234,19:11,,,,,"SUB IN by GUY,ALEXIS",,,"SUB IN by GUY,ALEXIS",2,subbing in,,Centre,alexis guy,,1151
235,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,235,19:11,,,,,"SUB OUT by GUY,ALANNA",,,"SUB OUT by GUY,ALANNA",2,subbing out,,Centre,alanna guy,,1151
236,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,236,19:11,,,,,"SUB OUT by RHULE,BONNIE",,,"SUB OUT by RHULE,BONNIE",2,subbing out,,Centre,bonnie rhule,,1151
237,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,237,19:05,"MISS JUMPER by KRAMER,BAILEY",,,,,,,"MISS JUMPER by KRAMER,BAILEY",2,jumper,missed,rhodes college,bailey kramer,,1145
238,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,238,--,,,,,"REBOUND DEF by STOUGH,MARY GORDON",,,"REBOUND DEF by STOUGH,MARY GORDON",2,defensive rebound,,Centre,mary gordon stough,,
239,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,239,18:45,,,,,"TURNOVER  by HARTLAGE,MAGGIE",,,"TURNOVER  by HARTLAGE,MAGGIE",2,turnover,,Centre,maggie hartlage,,1125
240,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,240,18:17,"MISS 3PTR by SMITH,BLAIRE",,,,,,,"MISS 3PTR by SMITH,BLAIRE",2,three pointer,missed,rhodes college,blaire smith,,1097
241,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,241,--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2,defensive rebound,,Centre,,,
242,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,242,18:13,"SUB IN by KRAMER,BAILEY",,,,,,,"SUB IN by KRAMER,BAILEY",2,subbing in,,rhodes college,bailey kramer,,1093
243,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,243,18:13,"SUB OUT by DANIELS,SYMONE",,,,,,,"SUB OUT by DANIELS,SYMONE",2,subbing out,,rhodes college,symone daniels,,1093
244,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,244,17:55,,40 (+11),,29,"GOOD LAYUP by GUY,ALEXIS(in the paint)",CENTRE_W 40-29 (-11),,"GOOD LAYUP by GUY,ALEXIS(in the paint)",2,layup,good,Centre,alexis guy,2,1075
245,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,245,17:38,"MISS 3PTR by JOHNSON,SARAH",,,,,,,"MISS 3PTR by JOHNSON,SARAH",2,three pointer,missed,rhodes college,sarah johnson,,1058
246,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,246,--,,,,,"REBOUND DEF by BAECHLE,PAIGE",,,"REBOUND DEF by BAECHLE,PAIGE",2,defensive rebound,,Centre,paige baechle,,
247,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,247,17:11,,40 (+8),,32,"GOOD 3PTR by GUY,ALEXIS",CENTRE_W 40-32 (-8),,"GOOD 3PTR by GUY,ALEXIS",2,three pointer,good,Centre,alexis guy,3,1031
248,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,248,--,,,,,"ASSIST  by HARTLAGE,MAGGIE",,,"ASSIST  by HARTLAGE,MAGGIE",2,assist,,Centre,maggie hartlage,,
249,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,249,17:06,"SUB IN by DANIELS,SYMONE",,,,,,,"SUB IN by DANIELS,SYMONE",2,subbing in,,rhodes college,symone daniels,,1026
250,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,250,17:06,"SUB OUT by KRAMER,BAILEY",,,,,,,"SUB OUT by KRAMER,BAILEY",2,subbing out,,rhodes college,bailey kramer,,1026
251,25,rhodes,Rhodes College,Centre College,74-75,74,75,"27, 35, 12, 74","40, 22, 13, 75",27,35,12,74,40,22,13,75,"16-9, 10-4 SAA","21-3, 13-1 SAA",02/23/14,Lose,428,No Location Recorded,1:00 p.m.,H,251,16:52,"MISS 3PTR by TODMAN,DY'NELLE",,,,,,,"MISS 3PTR by TODMAN,DY'NELLE",2,three pointer,missed,rhodes college,dy'nelle todman,,1012
