,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,NPU,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
214,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,214,02:07,"GOOD FT by ROMAN,SOLY",27,,29 (+2),,NPU 27-29 (+2),,"GOOD FT by ROMAN,SOLY",1,free throw,good,north park,soly roman,1,127
215,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,215,02:07,"MISS FT by ROMAN,SOLY",,,,,,,"MISS FT by ROMAN,SOLY",1,free throw,missed,north park,soly roman,,127
216,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,216,--,,,,,"REBOUND DEF by COLLIVER,OLIVIA",,,"REBOUND DEF by COLLIVER,OLIVIA",1,defensive rebound,,Centre,olivia colliver,,
217,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,217,02:07,"SUB IN by WILLIAMS,DOMINIKQUE",,,,,,,"SUB IN by WILLIAMS,DOMINIKQUE",1,subbing in,,north park,dominikque williams,,127
218,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,218,02:07,"SUB OUT by MCCALL,KAYLA",,,,,,,"SUB OUT by MCCALL,KAYLA",1,subbing out,,north park,kayla mccall,,127
219,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,219,02:07,,,,,"SUB IN by COLLIVER,OLIVIA",,,"SUB IN by COLLIVER,OLIVIA",1,subbing in,,Centre,olivia colliver,,127
220,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,220,02:07,,,,,"SUB OUT by JUDY,MICHELE",,,"SUB OUT by JUDY,MICHELE",1,subbing out,,Centre,michele judy,,127
221,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,221,01:43,,,,,"MISS LAYUP by GUY,ALEXIS",,,"MISS LAYUP by GUY,ALEXIS",1,layup,missed,Centre,alexis guy,,103
222,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,222,--,"REBOUND DEF by WILLIAMS,DOMINIKQUE",,,,,,,"REBOUND DEF by WILLIAMS,DOMINIKQUE",1,defensive rebound,,north park,dominikque williams,,
223,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,223,01:13,"GOOD LAYUP by WILLIAMS,DOMINIKQUE(in the paint)",29,,29,,NPU 29-29 (0),,"GOOD LAYUP by WILLIAMS,DOMINIKQUE(in the paint)",1,layup,good,north park,dominikque williams,2,73
224,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,224,--,"ASSIST  by DAVIS,AMANI",,,,,,,"ASSIST  by DAVIS,AMANI",1,assist,,north park,amani davis,,
225,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,225,00:48,,29,,31 (+2),"GOOD JUMPER by GUY,ALANNA",CENTRE_W 29-31 (+2),,"GOOD JUMPER by GUY,ALANNA",1,jumper,good,Centre,alanna guy,2,48
226,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,226,00:28,"TURNOVER  by WILLIAMS,DOMINIKQUE",,,,,,,"TURNOVER  by WILLIAMS,DOMINIKQUE",1,turnover,,north park,dominikque williams,,28
227,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,227,00:25,,,,,"STEAL  by GUY,ALEXIS",,,"STEAL  by GUY,ALEXIS",1,steal,,Centre,,,25
228,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,228,00:11,,29,,33 (+4),"GOOD LAYUP by STOUGH,MARY GORDON(in the paint)",CENTRE_W 29-33 (+4),,"GOOD LAYUP by STOUGH,MARY GORDON(in the paint)",1,layup,good,Centre,mary gordon stough,2,11
229,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,229,00:02,"GOOD 3PTR by PRZYBYSLAWSKI,NIKKI",32,,33 (+1),,NPU 32-33 (+1),,"GOOD 3PTR by PRZYBYSLAWSKI,NIKKI",1,three pointer,good,north park,nikki przybyslawski,3,2
230,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,230,Start Period 2,,,,,,,,,2,,,,,,
231,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,231,19:56,,,,,"TURNOVER  by RHULE,BONNIE",,,"TURNOVER  by RHULE,BONNIE",2,turnover,,Centre,bonnie rhule,,1196
232,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,232,19:54,"STEAL  by KRUCKMAN,NICOLE",,,,,,,"STEAL  by KRUCKMAN,NICOLE",2,steal,,north park,,,1194
233,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,233,19:44,"TURNOVER  by WILLIAMS,DOMINIKQUE",,,,,,,"TURNOVER  by WILLIAMS,DOMINIKQUE",2,turnover,,north park,dominikque williams,,1184
234,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,234,19:28,,,,,"TURNOVER  by STOUGH,MARY GORDON",,,"TURNOVER  by STOUGH,MARY GORDON",2,turnover,,Centre,mary gordon stough,,1168
235,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,235,19:18,,,,,"FOUL  by BAECHLE,PAIGE",,,"FOUL  by BAECHLE,PAIGE",2,foul,,Centre,paige baechle,,1158
236,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,236,19:18,,,,,"SUB IN by JUDY,MICHELE",,,"SUB IN by JUDY,MICHELE",2,subbing in,,Centre,michele judy,,1158
237,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,237,19:18,,,,,"SUB OUT by BAECHLE,PAIGE",,,"SUB OUT by BAECHLE,PAIGE",2,subbing out,,Centre,paige baechle,,1158
238,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,238,19:11,"MISS JUMPER by WILLIAMS,DOMINIKQUE",,,,,,,"MISS JUMPER by WILLIAMS,DOMINIKQUE",2,jumper,missed,north park,dominikque williams,,1151
239,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,239,--,,,,,"REBOUND DEF by HARTLAGE,MAGGIE",,,"REBOUND DEF by HARTLAGE,MAGGIE",2,defensive rebound,,Centre,maggie hartlage,,
240,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,240,18:59,,32,,35 (+3),"GOOD LAYUP by JUDY,MICHELE(in the paint)",CENTRE_W 32-35 (+3),,"GOOD LAYUP by JUDY,MICHELE(in the paint)",2,layup,good,Centre,michele judy,2,1139
241,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,241,--,,,,,"ASSIST  by GUY,ALANNA",,,"ASSIST  by GUY,ALANNA",2,assist,,Centre,alanna guy,,
242,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,242,18:49,"MISS JUMPER by KRUCKMAN,NICOLE",,,,,,,"MISS JUMPER by KRUCKMAN,NICOLE",2,jumper,missed,north park,nicole kruckman,,1129
243,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,243,--,,,,,"REBOUND DEF by JUDY,MICHELE",,,"REBOUND DEF by JUDY,MICHELE",2,defensive rebound,,Centre,michele judy,,
244,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,244,18:38,,,,,"TURNOVER  by JUDY,MICHELE",,,"TURNOVER  by JUDY,MICHELE",2,turnover,,Centre,michele judy,,1118
245,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,245,18:36,"STEAL  by WILLIAMS,DOMINIKQUE",,,,,,,"STEAL  by WILLIAMS,DOMINIKQUE",2,steal,,north park,,,1116
246,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,246,18:22,"MISS LAYUP by WILLIAMS,DOMINIKQUE",,,,,,,"MISS LAYUP by WILLIAMS,DOMINIKQUE",2,layup,missed,north park,dominikque williams,,1102
247,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,247,--,"REBOUND OFF by PITTAS,BRITTANY",,,,,,,"REBOUND OFF by PITTAS,BRITTANY",2,offensive rebound,,north park,brittany pittas,,
248,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,248,18:19,,,,,"FOUL  by HARTLAGE,MAGGIE",,,"FOUL  by HARTLAGE,MAGGIE",2,foul,,Centre,maggie hartlage,,1099
249,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,249,18:19,"GOOD FT by PITTAS,BRITTANY",33,,35 (+2),,NPU 33-35 (+2),,"GOOD FT by PITTAS,BRITTANY",2,free throw,good,north park,brittany pittas,1,1099
250,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,250,18:19,"GOOD FT by PITTAS,BRITTANY",34,,35 (+1),,NPU 34-35 (+1),,"GOOD FT by PITTAS,BRITTANY",2,free throw,good,north park,brittany pittas,1,1099
251,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,251,17:53,,34,,38 (+4),"GOOD 3PTR by HARTLAGE,MAGGIE",CENTRE_W 34-38 (+4),,"GOOD 3PTR by HARTLAGE,MAGGIE",2,three pointer,good,Centre,maggie hartlage,3,1073
252,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,252,--,,,,,"ASSIST  by STOUGH,MARY GORDON",,,"ASSIST  by STOUGH,MARY GORDON",2,assist,,Centre,mary gordon stough,,
253,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,253,17:33,"MISS LAYUP by KRUCKMAN,NICOLE",,,,,,,"MISS LAYUP by KRUCKMAN,NICOLE",2,layup,missed,north park,nicole kruckman,,1053
254,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,254,--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2,offensive rebound,,Centre,,,
255,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,255,17:26,"MISS 3PTR by PITTAS,BRITTANY",,,,,,,"MISS 3PTR by PITTAS,BRITTANY",2,three pointer,missed,north park,brittany pittas,,1046
256,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,256,--,"REBOUND OFF by KRUCKMAN,NICOLE",,,,,,,"REBOUND OFF by KRUCKMAN,NICOLE",2,offensive rebound,,north park,nicole kruckman,,
257,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,257,17:22,"MISS 3PTR by SHAIN,ANNIE",,,,,,,"MISS 3PTR by SHAIN,ANNIE",2,three pointer,missed,north park,annie shain,,1042
258,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,258,--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2,defensive rebound,,Centre,,,
259,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,259,17:00,,,,,"MISS JUMPER by GUY,ALANNA",,,"MISS JUMPER by GUY,ALANNA",2,jumper,missed,Centre,alanna guy,,1020
260,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,260,--,"REBOUND DEF by WILLIAMS,DOMINIKQUE",,,,,,,"REBOUND DEF by WILLIAMS,DOMINIKQUE",2,defensive rebound,,north park,dominikque williams,,
261,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,261,16:53,"GOOD LAYUP by KRUCKMAN,NICOLE(in the paint)",36,,38 (+2),,NPU 36-38 (+2),,"GOOD LAYUP by KRUCKMAN,NICOLE(in the paint)",2,layup,good,north park,nicole kruckman,2,1013
262,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,262,--,"ASSIST  by PITTAS,BRITTANY",,,,,,,"ASSIST  by PITTAS,BRITTANY",2,assist,,north park,brittany pittas,,
263,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,263,16:33,,,,,"MISS LAYUP by JUDY,MICHELE",,,"MISS LAYUP by JUDY,MICHELE",2,layup,missed,Centre,michele judy,,993
264,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,264,--,"REBOUND DEF by WILLIAMS,DOMINIKQUE",,,,,,,"REBOUND DEF by WILLIAMS,DOMINIKQUE",2,defensive rebound,,north park,dominikque williams,,
265,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,265,16:25,"MISS 3PTR by SHAIN,ANNIE",,,,,,,"MISS 3PTR by SHAIN,ANNIE",2,three pointer,missed,north park,annie shain,,985
266,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,266,--,,,,,"REBOUND DEF by STOUGH,MARY GORDON",,,"REBOUND DEF by STOUGH,MARY GORDON",2,defensive rebound,,Centre,mary gordon stough,,
267,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,267,16:13,"FOUL  by WILLIAMS,DOMINIKQUE",,,,,,,"FOUL  by WILLIAMS,DOMINIKQUE",2,foul,,north park,dominikque williams,,973
268,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,268,16:13,"SUB IN by REHBERGER,LIZ",,,,,,,"SUB IN by REHBERGER,LIZ",2,subbing in,,north park,liz rehberger,,973
269,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,269,16:13,"SUB IN by PRZYBYSLAWSKI,NIKKI",,,,,,,"SUB IN by PRZYBYSLAWSKI,NIKKI",2,subbing in,,north park,nikki przybyslawski,,973
270,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,270,16:13,"SUB IN by MCCALL,KAYLA",,,,,,,"SUB IN by MCCALL,KAYLA",2,subbing in,,north park,kayla mccall,,973
271,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,271,16:13,"SUB IN by DAVIS,AMANI",,,,,,,"SUB IN by DAVIS,AMANI",2,subbing in,,north park,amani davis,,973
272,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,272,16:13,"SUB IN by ROMAN,SOLY",,,,,,,"SUB IN by ROMAN,SOLY",2,subbing in,,north park,soly roman,,973
273,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,273,16:13,"SUB OUT by PITTAS,BRITTANY",,,,,,,"SUB OUT by PITTAS,BRITTANY",2,subbing out,,north park,brittany pittas,,973
274,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,274,16:13,"SUB OUT by TORRES,RACHEL",,,,,,,"SUB OUT by TORRES,RACHEL",2,subbing out,,north park,rachel torres,,973
275,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,275,16:13,"SUB OUT by SHAIN,ANNIE",,,,,,,"SUB OUT by SHAIN,ANNIE",2,subbing out,,north park,annie shain,,973
276,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,276,16:13,"SUB OUT by WILLIAMS,DOMINIKQUE",,,,,,,"SUB OUT by WILLIAMS,DOMINIKQUE",2,subbing out,,north park,dominikque williams,,973
277,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,277,16:13,"SUB OUT by KRUCKMAN,NICOLE",,,,,,,"SUB OUT by KRUCKMAN,NICOLE",2,subbing out,,north park,nicole kruckman,,973
278,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,278,16:13,,,,,"SUB IN by ANDREASSEN,CAROLINE",,,"SUB IN by ANDREASSEN,CAROLINE",2,subbing in,,Centre,caroline andreassen,,973
279,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,279,16:13,,,,,"SUB IN by GUY,ALEXIS",,,"SUB IN by GUY,ALEXIS",2,subbing in,,Centre,alexis guy,,973
280,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,280,16:13,,,,,"SUB OUT by HARTLAGE,MAGGIE",,,"SUB OUT by HARTLAGE,MAGGIE",2,subbing out,,Centre,maggie hartlage,,973
281,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,281,16:13,,,,,"SUB OUT by RHULE,BONNIE",,,"SUB OUT by RHULE,BONNIE",2,subbing out,,Centre,bonnie rhule,,973
282,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,282,16:09,"FOUL  by REHBERGER,LIZ",,,,,,,"FOUL  by REHBERGER,LIZ",2,foul,,north park,liz rehberger,,969
283,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,283,16:09,,36,,39 (+3),"GOOD FT by JUDY,MICHELE",CENTRE_W 36-39 (+3),,"GOOD FT by JUDY,MICHELE",2,free throw,good,Centre,michele judy,1,969
284,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,284,16:09,,36,,40 (+4),"GOOD FT by JUDY,MICHELE",CENTRE_W 36-40 (+4),,"GOOD FT by JUDY,MICHELE",2,free throw,good,Centre,michele judy,1,969
285,7,north-park,North Park,Centre,72-82,72,82,"33, 33, 6, 72","32, 34, 16, 82",33,33,6,72,32,34,16,82,5-1,4-2,12/01/13,Lose,No Attendence Recorded,No Location Recorded,2 p.m.,H,285,15:37,"MISS JUMPER by PRZYBYSLAWSKI,NIKKI",,,,,,,"MISS JUMPER by PRZYBYSLAWSKI,NIKKI",2,jumper,missed,north park,nikki przybyslawski,,937
