,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,GC,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
454,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,454,01:34,,,,,"BLOCK  by HUTER,LAUREN",,,"BLOCK  by HUTER,LAUREN",2,block,,Centre,lauren huter,,94
455,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,455,--,,,,,"REBOUND DEF by HUTER,LAUREN",,,"REBOUND DEF by HUTER,LAUREN",2,defensive rebound,,Centre,lauren huter,,
456,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,456,01:10,,,,,"MISS LAYUP by PREWITT,MAGGIE",,,"MISS LAYUP by PREWITT,MAGGIE",2,layup,missed,Centre,maggie prewitt,,70
457,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,457,01:10,"BLOCK  by ADAMS,KAYLA",,,,,,,"BLOCK  by ADAMS,KAYLA",2,block,,guilford college,kayla adams,,70
458,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,458,--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2,offensive rebound,,Centre,,,
459,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,459,01:02,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2,turnover,,Centre,,,62
460,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,460,00:54,"MISS 3PTR by GIBBS,JAZLYN",,,,,,,"MISS 3PTR by GIBBS,JAZLYN",2,three pointer,missed,guilford college,jazlyn gibbs,,54
461,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,461,--,,,,,"REBOUND DEF by GOATLEY,JANE",,,"REBOUND DEF by GOATLEY,JANE",2,defensive rebound,,Centre,jane goatley,,
462,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,462,00:35,"SUB IN by WEAVER,AMBER",,,,,,,"SUB IN by WEAVER,AMBER",2,subbing in,,guilford college,amber weaver,,35
463,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,463,00:35,"SUB OUT by BARKER,SHELLY",,,,,,,"SUB OUT by BARKER,SHELLY",2,subbing out,,guilford college,shelly barker,,35
464,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,464,00:35,,,,,"SUB IN by HARTLAGE,MAGGIE",,,"SUB IN by HARTLAGE,MAGGIE",2,subbing in,,Centre,maggie hartlage,,35
465,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,465,00:35,,,,,"SUB IN by MOORE,HILLARY",,,"SUB IN by MOORE,HILLARY",2,subbing in,,Centre,hillary moore,,35
466,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,466,00:35,,,,,"SUB IN by ANDERSON,ALEXIS",,,"SUB IN by ANDERSON,ALEXIS",2,subbing in,,Centre,alexis anderson,,35
467,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,467,00:35,,,,,"SUB IN by MIRE,JENNA",,,"SUB IN by MIRE,JENNA",2,subbing in,,Centre,jenna mire,,35
468,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,468,00:35,,,,,"SUB IN by WEST,CAILYNN",,,"SUB IN by WEST,CAILYNN",2,subbing in,,Centre,cailynn west,,35
469,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,469,00:35,,,,,"SUB OUT by BURKE,ALYSON",,,"SUB OUT by BURKE,ALYSON",2,subbing out,,Centre,alyson burke,,35
470,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,470,00:35,,,,,"SUB OUT by PREWITT,MAGGIE",,,"SUB OUT by PREWITT,MAGGIE",2,subbing out,,Centre,maggie prewitt,,35
471,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,471,00:35,,,,,"SUB OUT by HUTER,LAUREN",,,"SUB OUT by HUTER,LAUREN",2,subbing out,,Centre,lauren huter,,35
472,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,472,00:35,,,,,"SUB OUT by BENHAM,CHELSEA",,,"SUB OUT by BENHAM,CHELSEA",2,subbing out,,Centre,chelsea benham,,35
473,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,473,00:35,,,,,"SUB OUT by GOATLEY,JANE",,,"SUB OUT by GOATLEY,JANE",2,subbing out,,Centre,jane goatley,,35
474,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,474,00:19,,,,,"MISS LAYUP by MIRE,JENNA",,,"MISS LAYUP by MIRE,JENNA",2,layup,missed,Centre,jenna mire,,19
475,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,475,--,"REBOUND DEF by PAYNE,ALEX",,,,,,,"REBOUND DEF by PAYNE,ALEX",2,defensive rebound,,guilford college,alex payne,,
476,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,476,00:10,"GOOD LAYUP by WEAVER,AMBER(in the paint)",47,,59 (+12),,GC 47-59 (+12),,"GOOD LAYUP by WEAVER,AMBER(in the paint)",2,layup,good,guilford college,amber weaver,2,10
477,28,guilford,Guilford College,Centre College,59-47,59,47,"25, 34, 59","30, 17, 47",25,34,59,30,17,47,25-3,22-7,03/02/12,Win,No Attendence Recorded,No Location Recorded,10:00 PM,H,477,--,"ASSIST  by PAYNE,ALEX",,,,,,,"ASSIST  by PAYNE,ALEX",2,assist,,guilford college,alex payne,,
