,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENW,Away Team Score,Play Team Indicator,Home Team Score,BCW,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
266,18,berry,Centre,Berry College,63-52,63,52,"9, 19, 18, 17, 63","14, 13, 12, 13, 52",9,19,18,17,63,14,13,12,13,52,"5-13, 3-4","7-11, 1-6",01/29/16,Win,300,No Location Recorded,6 p.m.,A,266,00:02,,,,,"MISS 3PTR by HOWELL,PEYTON",,,"MISS 3PTR by HOWELL,PEYTON",2,three pointer,missed,berry college,peyton howell,,2
267,18,berry,Centre,Berry College,63-52,63,52,"9, 19, 18, 17, 63","14, 13, 12, 13, 52",9,19,18,17,63,14,13,12,13,52,"5-13, 3-4","7-11, 1-6",01/29/16,Win,300,No Location Recorded,6 p.m.,A,267,--,"REBOUND DEF by RICE,MADISON",,,,,,,"REBOUND DEF by RICE,MADISON",2,defensive rebound,,Centre,madison rice,,
268,18,berry,Centre,Berry College,63-52,63,52,"9, 19, 18, 17, 63","14, 13, 12, 13, 52",9,19,18,17,63,14,13,12,13,52,"5-13, 3-4","7-11, 1-6",01/29/16,Win,300,No Location Recorded,6 p.m.,A,268,Start Period 3,,,,,,,,,3,,,,,,
269,18,berry,Centre,Berry College,63-52,63,52,"9, 19, 18, 17, 63","14, 13, 12, 13, 52",9,19,18,17,63,14,13,12,13,52,"5-13, 3-4","7-11, 1-6",01/29/16,Win,300,No Location Recorded,6 p.m.,A,269,10:00,"SUB IN by GUY,ALEXIS",,,,,,,"SUB IN by GUY,ALEXIS",3,subbing in,,Centre,alexis guy,,600
270,18,berry,Centre,Berry College,63-52,63,52,"9, 19, 18, 17, 63","14, 13, 12, 13, 52",9,19,18,17,63,14,13,12,13,52,"5-13, 3-4","7-11, 1-6",01/29/16,Win,300,No Location Recorded,6 p.m.,A,270,10:00,"SUB OUT by ALFORD,OLIVIA",,,,,,,"SUB OUT by ALFORD,OLIVIA",3,subbing out,,Centre,olivia alford,,600
271,18,berry,Centre,Berry College,63-52,63,52,"9, 19, 18, 17, 63","14, 13, 12, 13, 52",9,19,18,17,63,14,13,12,13,52,"5-13, 3-4","7-11, 1-6",01/29/16,Win,300,No Location Recorded,6 p.m.,A,271,09:45,,,,,"MISS LAYUP by COOK,EMMA",,,"MISS LAYUP by COOK,EMMA",3,layup,missed,berry college,emma cook,,585
272,18,berry,Centre,Berry College,63-52,63,52,"9, 19, 18, 17, 63","14, 13, 12, 13, 52",9,19,18,17,63,14,13,12,13,52,"5-13, 3-4","7-11, 1-6",01/29/16,Win,300,No Location Recorded,6 p.m.,A,272,--,"REBOUND DEF by MCKNIGHT,KAITLYN",,,,,,,"REBOUND DEF by MCKNIGHT,KAITLYN",3,defensive rebound,,Centre,kaitlyn mcknight,,
273,18,berry,Centre,Berry College,63-52,63,52,"9, 19, 18, 17, 63","14, 13, 12, 13, 52",9,19,18,17,63,14,13,12,13,52,"5-13, 3-4","7-11, 1-6",01/29/16,Win,300,No Location Recorded,6 p.m.,A,273,09:24,"MISS LAYUP by GUY,ALEXIS",,,,,,,"MISS LAYUP by GUY,ALEXIS",3,layup,missed,Centre,alexis guy,,564
274,18,berry,Centre,Berry College,63-52,63,52,"9, 19, 18, 17, 63","14, 13, 12, 13, 52",9,19,18,17,63,14,13,12,13,52,"5-13, 3-4","7-11, 1-6",01/29/16,Win,300,No Location Recorded,6 p.m.,A,274,--,,,,,"REBOUND DEF by CASEY,MEGAN",,,"REBOUND DEF by CASEY,MEGAN",3,defensive rebound,,berry college,megan casey,,
275,18,berry,Centre,Berry College,63-52,63,52,"9, 19, 18, 17, 63","14, 13, 12, 13, 52",9,19,18,17,63,14,13,12,13,52,"5-13, 3-4","7-11, 1-6",01/29/16,Win,300,No Location Recorded,6 p.m.,A,275,09:21,,,,,"TURNOVER  by CASEY,MEGAN",,,"TURNOVER  by CASEY,MEGAN",3,turnover,,berry college,megan casey,,561
276,18,berry,Centre,Berry College,63-52,63,52,"9, 19, 18, 17, 63","14, 13, 12, 13, 52",9,19,18,17,63,14,13,12,13,52,"5-13, 3-4","7-11, 1-6",01/29/16,Win,300,No Location Recorded,6 p.m.,A,276,09:19,"STEAL  by SCHAD,OLIVIA",,,,,,,"STEAL  by SCHAD,OLIVIA",3,steal,,Centre,,,559
277,18,berry,Centre,Berry College,63-52,63,52,"9, 19, 18, 17, 63","14, 13, 12, 13, 52",9,19,18,17,63,14,13,12,13,52,"5-13, 3-4","7-11, 1-6",01/29/16,Win,300,No Location Recorded,6 p.m.,A,277,09:11,"MISS LAYUP by MCKNIGHT,KAITLYN",,,,,,,"MISS LAYUP by MCKNIGHT,KAITLYN",3,layup,missed,Centre,kaitlyn mcknight,,551
278,18,berry,Centre,Berry College,63-52,63,52,"9, 19, 18, 17, 63","14, 13, 12, 13, 52",9,19,18,17,63,14,13,12,13,52,"5-13, 3-4","7-11, 1-6",01/29/16,Win,300,No Location Recorded,6 p.m.,A,278,--,,,,,"REBOUND DEF by CASEY,MEGAN",,,"REBOUND DEF by CASEY,MEGAN",3,defensive rebound,,berry college,megan casey,,
279,18,berry,Centre,Berry College,63-52,63,52,"9, 19, 18, 17, 63","14, 13, 12, 13, 52",9,19,18,17,63,14,13,12,13,52,"5-13, 3-4","7-11, 1-6",01/29/16,Win,300,No Location Recorded,6 p.m.,A,279,08:55,"FOUL  by RHULE,BONNIE",,,,,,,"FOUL  by RHULE,BONNIE",3,foul,,Centre,bonnie rhule,,535
280,18,berry,Centre,Berry College,63-52,63,52,"9, 19, 18, 17, 63","14, 13, 12, 13, 52",9,19,18,17,63,14,13,12,13,52,"5-13, 3-4","7-11, 1-6",01/29/16,Win,300,No Location Recorded,6 p.m.,A,280,08:54,,28,,28,"GOOD FT by MCLURE,VALERIE",BCW 28-28 (0),,"GOOD FT by MCLURE,VALERIE",3,free throw,good,berry college,valerie mclure,1,534
281,18,berry,Centre,Berry College,63-52,63,52,"9, 19, 18, 17, 63","14, 13, 12, 13, 52",9,19,18,17,63,14,13,12,13,52,"5-13, 3-4","7-11, 1-6",01/29/16,Win,300,No Location Recorded,6 p.m.,A,281,08:54,,28,,29 (+1),"GOOD FT by MCLURE,VALERIE",BCW 28-29 (-1),,"GOOD FT by MCLURE,VALERIE",3,free throw,good,berry college,valerie mclure,1,534
282,18,berry,Centre,Berry College,63-52,63,52,"9, 19, 18, 17, 63","14, 13, 12, 13, 52",9,19,18,17,63,14,13,12,13,52,"5-13, 3-4","7-11, 1-6",01/29/16,Win,300,No Location Recorded,6 p.m.,A,282,08:30,,,,,"FOUL  by SMITH,IMANI",,,"FOUL  by SMITH,IMANI",3,foul,,berry college,imani smith,,510
283,18,berry,Centre,Berry College,63-52,63,52,"9, 19, 18, 17, 63","14, 13, 12, 13, 52",9,19,18,17,63,14,13,12,13,52,"5-13, 3-4","7-11, 1-6",01/29/16,Win,300,No Location Recorded,6 p.m.,A,283,08:27,"TURNOVER  by SCHAD,OLIVIA",,,,,,,"TURNOVER  by SCHAD,OLIVIA",3,turnover,,Centre,olivia schad,,507
284,18,berry,Centre,Berry College,63-52,63,52,"9, 19, 18, 17, 63","14, 13, 12, 13, 52",9,19,18,17,63,14,13,12,13,52,"5-13, 3-4","7-11, 1-6",01/29/16,Win,300,No Location Recorded,6 p.m.,A,284,08:27,,,,,"STEAL  by LYNCH,ROSIE",,,"STEAL  by LYNCH,ROSIE",3,steal,,berry college,,,507
285,18,berry,Centre,Berry College,63-52,63,52,"9, 19, 18, 17, 63","14, 13, 12, 13, 52",9,19,18,17,63,14,13,12,13,52,"5-13, 3-4","7-11, 1-6",01/29/16,Win,300,No Location Recorded,6 p.m.,A,285,08:25,,,,,"TURNOVER  by LYNCH,ROSIE",,,"TURNOVER  by LYNCH,ROSIE",3,turnover,,berry college,rosie lynch,,505
286,18,berry,Centre,Berry College,63-52,63,52,"9, 19, 18, 17, 63","14, 13, 12, 13, 52",9,19,18,17,63,14,13,12,13,52,"5-13, 3-4","7-11, 1-6",01/29/16,Win,300,No Location Recorded,6 p.m.,A,286,08:23,"STEAL  by MCKNIGHT,KAITLYN",,,,,,,"STEAL  by MCKNIGHT,KAITLYN",3,steal,,Centre,,,503
287,18,berry,Centre,Berry College,63-52,63,52,"9, 19, 18, 17, 63","14, 13, 12, 13, 52",9,19,18,17,63,14,13,12,13,52,"5-13, 3-4","7-11, 1-6",01/29/16,Win,300,No Location Recorded,6 p.m.,A,287,08:10,"TURNOVER  by GUY,ALEXIS",,,,,,,"TURNOVER  by GUY,ALEXIS",3,turnover,,Centre,alexis guy,,490
288,18,berry,Centre,Berry College,63-52,63,52,"9, 19, 18, 17, 63","14, 13, 12, 13, 52",9,19,18,17,63,14,13,12,13,52,"5-13, 3-4","7-11, 1-6",01/29/16,Win,300,No Location Recorded,6 p.m.,A,288,08:10,"SUB IN by VANCE,DAY",,,,,,,"SUB IN by VANCE,DAY",3,subbing in,,Centre,day vance,,490
289,18,berry,Centre,Berry College,63-52,63,52,"9, 19, 18, 17, 63","14, 13, 12, 13, 52",9,19,18,17,63,14,13,12,13,52,"5-13, 3-4","7-11, 1-6",01/29/16,Win,300,No Location Recorded,6 p.m.,A,289,08:10,"SUB OUT by MCKNIGHT,KAITLYN",,,,,,,"SUB OUT by MCKNIGHT,KAITLYN",3,subbing out,,Centre,kaitlyn mcknight,,490
290,18,berry,Centre,Berry College,63-52,63,52,"9, 19, 18, 17, 63","14, 13, 12, 13, 52",9,19,18,17,63,14,13,12,13,52,"5-13, 3-4","7-11, 1-6",01/29/16,Win,300,No Location Recorded,6 p.m.,A,290,07:53,"FOUL  by SCHAD,OLIVIA",,,,,,,"FOUL  by SCHAD,OLIVIA",3,foul,,Centre,olivia schad,,473
291,18,berry,Centre,Berry College,63-52,63,52,"9, 19, 18, 17, 63","14, 13, 12, 13, 52",9,19,18,17,63,14,13,12,13,52,"5-13, 3-4","7-11, 1-6",01/29/16,Win,300,No Location Recorded,6 p.m.,A,291,07:44,,28,,31 (+3),"GOOD LAYUP by CASEY,MEGAN(in the paint)",BCW 28-31 (-3),,"GOOD LAYUP by CASEY,MEGAN(in the paint)",3,layup,good,berry college,megan casey,2,464
292,18,berry,Centre,Berry College,63-52,63,52,"9, 19, 18, 17, 63","14, 13, 12, 13, 52",9,19,18,17,63,14,13,12,13,52,"5-13, 3-4","7-11, 1-6",01/29/16,Win,300,No Location Recorded,6 p.m.,A,292,--,,,,,"ASSIST  by COOK,EMMA",,,"ASSIST  by COOK,EMMA",3,assist,,berry college,emma cook,,
293,18,berry,Centre,Berry College,63-52,63,52,"9, 19, 18, 17, 63","14, 13, 12, 13, 52",9,19,18,17,63,14,13,12,13,52,"5-13, 3-4","7-11, 1-6",01/29/16,Win,300,No Location Recorded,6 p.m.,A,293,07:38,"SUB IN by KELLAM,PAIGE",,,,,,,"SUB IN by KELLAM,PAIGE",3,subbing in,,Centre,paige kellam,,458
294,18,berry,Centre,Berry College,63-52,63,52,"9, 19, 18, 17, 63","14, 13, 12, 13, 52",9,19,18,17,63,14,13,12,13,52,"5-13, 3-4","7-11, 1-6",01/29/16,Win,300,No Location Recorded,6 p.m.,A,294,07:38,"SUB OUT by SCHAD,OLIVIA",,,,,,,"SUB OUT by SCHAD,OLIVIA",3,subbing out,,Centre,olivia schad,,458
295,18,berry,Centre,Berry College,63-52,63,52,"9, 19, 18, 17, 63","14, 13, 12, 13, 52",9,19,18,17,63,14,13,12,13,52,"5-13, 3-4","7-11, 1-6",01/29/16,Win,300,No Location Recorded,6 p.m.,A,295,07:28,"MISS JUMPER by GUY,ALEXIS",,,,,,,"MISS JUMPER by GUY,ALEXIS",3,jumper,missed,Centre,alexis guy,,448
296,18,berry,Centre,Berry College,63-52,63,52,"9, 19, 18, 17, 63","14, 13, 12, 13, 52",9,19,18,17,63,14,13,12,13,52,"5-13, 3-4","7-11, 1-6",01/29/16,Win,300,No Location Recorded,6 p.m.,A,296,07:28,,,,,"BLOCK  by SMITH,IMANI",,,"BLOCK  by SMITH,IMANI",3,block,,berry college,imani smith,,448
297,18,berry,Centre,Berry College,63-52,63,52,"9, 19, 18, 17, 63","14, 13, 12, 13, 52",9,19,18,17,63,14,13,12,13,52,"5-13, 3-4","7-11, 1-6",01/29/16,Win,300,No Location Recorded,6 p.m.,A,297,--,,,,,"REBOUND DEF by CASEY,MEGAN",,,"REBOUND DEF by CASEY,MEGAN",3,defensive rebound,,berry college,megan casey,,
298,18,berry,Centre,Berry College,63-52,63,52,"9, 19, 18, 17, 63","14, 13, 12, 13, 52",9,19,18,17,63,14,13,12,13,52,"5-13, 3-4","7-11, 1-6",01/29/16,Win,300,No Location Recorded,6 p.m.,A,298,07:21,,28,,33 (+5),"GOOD JUMPER by SMITH,IMANI",BCW 28-33 (-5),,"GOOD JUMPER by SMITH,IMANI",3,jumper,good,berry college,imani smith,2,441
299,18,berry,Centre,Berry College,63-52,63,52,"9, 19, 18, 17, 63","14, 13, 12, 13, 52",9,19,18,17,63,14,13,12,13,52,"5-13, 3-4","7-11, 1-6",01/29/16,Win,300,No Location Recorded,6 p.m.,A,299,06:59,"GOOD LAYUP by STEWART,ABIGAIL(in the paint)",30,,33 (+3),,CENW 30-33 (-3),,"GOOD LAYUP by STEWART,ABIGAIL(in the paint)",3,layup,good,Centre,abigail stewart,2,419
300,18,berry,Centre,Berry College,63-52,63,52,"9, 19, 18, 17, 63","14, 13, 12, 13, 52",9,19,18,17,63,14,13,12,13,52,"5-13, 3-4","7-11, 1-6",01/29/16,Win,300,No Location Recorded,6 p.m.,A,300,--,"ASSIST  by RHULE,BONNIE",,,,,,,"ASSIST  by RHULE,BONNIE",3,assist,,Centre,bonnie rhule,,
301,18,berry,Centre,Berry College,63-52,63,52,"9, 19, 18, 17, 63","14, 13, 12, 13, 52",9,19,18,17,63,14,13,12,13,52,"5-13, 3-4","7-11, 1-6",01/29/16,Win,300,No Location Recorded,6 p.m.,A,301,06:59,,,,,"FOUL  by CASEY,MEGAN",,,"FOUL  by CASEY,MEGAN",3,foul,,berry college,megan casey,,419
302,18,berry,Centre,Berry College,63-52,63,52,"9, 19, 18, 17, 63","14, 13, 12, 13, 52",9,19,18,17,63,14,13,12,13,52,"5-13, 3-4","7-11, 1-6",01/29/16,Win,300,No Location Recorded,6 p.m.,A,302,06:59,"SUB IN by ANDREASSEN,CAROLINE",,,,,,,"SUB IN by ANDREASSEN,CAROLINE",3,subbing in,,Centre,caroline andreassen,,419
303,18,berry,Centre,Berry College,63-52,63,52,"9, 19, 18, 17, 63","14, 13, 12, 13, 52",9,19,18,17,63,14,13,12,13,52,"5-13, 3-4","7-11, 1-6",01/29/16,Win,300,No Location Recorded,6 p.m.,A,303,06:59,"SUB OUT by RHULE,BONNIE",,,,,,,"SUB OUT by RHULE,BONNIE",3,subbing out,,Centre,bonnie rhule,,419
304,18,berry,Centre,Berry College,63-52,63,52,"9, 19, 18, 17, 63","14, 13, 12, 13, 52",9,19,18,17,63,14,13,12,13,52,"5-13, 3-4","7-11, 1-6",01/29/16,Win,300,No Location Recorded,6 p.m.,A,304,06:58,"GOOD FT by STEWART,ABIGAIL",31,,33 (+2),,CENW 31-33 (-2),,"GOOD FT by STEWART,ABIGAIL",3,free throw,good,Centre,abigail stewart,1,418
305,18,berry,Centre,Berry College,63-52,63,52,"9, 19, 18, 17, 63","14, 13, 12, 13, 52",9,19,18,17,63,14,13,12,13,52,"5-13, 3-4","7-11, 1-6",01/29/16,Win,300,No Location Recorded,6 p.m.,A,305,06:58,"SUB IN by JUDY,MICHELE",,,,,,,"SUB IN by JUDY,MICHELE",3,subbing in,,Centre,michele judy,,418
306,18,berry,Centre,Berry College,63-52,63,52,"9, 19, 18, 17, 63","14, 13, 12, 13, 52",9,19,18,17,63,14,13,12,13,52,"5-13, 3-4","7-11, 1-6",01/29/16,Win,300,No Location Recorded,6 p.m.,A,306,06:58,"SUB OUT by STEWART,ABIGAIL",,,,,,,"SUB OUT by STEWART,ABIGAIL",3,subbing out,,Centre,abigail stewart,,418
307,18,berry,Centre,Berry College,63-52,63,52,"9, 19, 18, 17, 63","14, 13, 12, 13, 52",9,19,18,17,63,14,13,12,13,52,"5-13, 3-4","7-11, 1-6",01/29/16,Win,300,No Location Recorded,6 p.m.,A,307,06:47,,,,,"MISS LAYUP by COOK,EMMA",,,"MISS LAYUP by COOK,EMMA",3,layup,missed,berry college,emma cook,,407
308,18,berry,Centre,Berry College,63-52,63,52,"9, 19, 18, 17, 63","14, 13, 12, 13, 52",9,19,18,17,63,14,13,12,13,52,"5-13, 3-4","7-11, 1-6",01/29/16,Win,300,No Location Recorded,6 p.m.,A,308,--,"REBOUND DEF by JUDY,MICHELE",,,,,,,"REBOUND DEF by JUDY,MICHELE",3,defensive rebound,,Centre,michele judy,,
309,18,berry,Centre,Berry College,63-52,63,52,"9, 19, 18, 17, 63","14, 13, 12, 13, 52",9,19,18,17,63,14,13,12,13,52,"5-13, 3-4","7-11, 1-6",01/29/16,Win,300,No Location Recorded,6 p.m.,A,309,06:40,"TURNOVER  by ANDREASSEN,CAROLINE",,,,,,,"TURNOVER  by ANDREASSEN,CAROLINE",3,turnover,,Centre,caroline andreassen,,400
310,18,berry,Centre,Berry College,63-52,63,52,"9, 19, 18, 17, 63","14, 13, 12, 13, 52",9,19,18,17,63,14,13,12,13,52,"5-13, 3-4","7-11, 1-6",01/29/16,Win,300,No Location Recorded,6 p.m.,A,310,06:40,,,,,"SUB IN by WEEMS,ALEX",,,"SUB IN by WEEMS,ALEX",3,subbing in,,berry college,alex weems,,400
311,18,berry,Centre,Berry College,63-52,63,52,"9, 19, 18, 17, 63","14, 13, 12, 13, 52",9,19,18,17,63,14,13,12,13,52,"5-13, 3-4","7-11, 1-6",01/29/16,Win,300,No Location Recorded,6 p.m.,A,311,06:40,,,,,"SUB OUT by COOK,EMMA",,,"SUB OUT by COOK,EMMA",3,subbing out,,berry college,emma cook,,400
312,18,berry,Centre,Berry College,63-52,63,52,"9, 19, 18, 17, 63","14, 13, 12, 13, 52",9,19,18,17,63,14,13,12,13,52,"5-13, 3-4","7-11, 1-6",01/29/16,Win,300,No Location Recorded,6 p.m.,A,312,06:32,,,,,"TURNOVER  by LYNCH,ROSIE",,,"TURNOVER  by LYNCH,ROSIE",3,turnover,,berry college,rosie lynch,,392
313,18,berry,Centre,Berry College,63-52,63,52,"9, 19, 18, 17, 63","14, 13, 12, 13, 52",9,19,18,17,63,14,13,12,13,52,"5-13, 3-4","7-11, 1-6",01/29/16,Win,300,No Location Recorded,6 p.m.,A,313,06:31,"STEAL  by KELLAM,PAIGE",,,,,,,"STEAL  by KELLAM,PAIGE",3,steal,,Centre,,,391
314,18,berry,Centre,Berry College,63-52,63,52,"9, 19, 18, 17, 63","14, 13, 12, 13, 52",9,19,18,17,63,14,13,12,13,52,"5-13, 3-4","7-11, 1-6",01/29/16,Win,300,No Location Recorded,6 p.m.,A,314,06:29,,,,,"FOUL  by SMITH,IMANI",,,"FOUL  by SMITH,IMANI",3,foul,,berry college,imani smith,,389
315,18,berry,Centre,Berry College,63-52,63,52,"9, 19, 18, 17, 63","14, 13, 12, 13, 52",9,19,18,17,63,14,13,12,13,52,"5-13, 3-4","7-11, 1-6",01/29/16,Win,300,No Location Recorded,6 p.m.,A,315,06:29,,,,,"SUB IN by HOWELL,PEYTON",,,"SUB IN by HOWELL,PEYTON",3,subbing in,,berry college,peyton howell,,389
316,18,berry,Centre,Berry College,63-52,63,52,"9, 19, 18, 17, 63","14, 13, 12, 13, 52",9,19,18,17,63,14,13,12,13,52,"5-13, 3-4","7-11, 1-6",01/29/16,Win,300,No Location Recorded,6 p.m.,A,316,06:29,,,,,"SUB OUT by SMITH,IMANI",,,"SUB OUT by SMITH,IMANI",3,subbing out,,berry college,imani smith,,389
317,18,berry,Centre,Berry College,63-52,63,52,"9, 19, 18, 17, 63","14, 13, 12, 13, 52",9,19,18,17,63,14,13,12,13,52,"5-13, 3-4","7-11, 1-6",01/29/16,Win,300,No Location Recorded,6 p.m.,A,317,06:21,"MISS 3PTR by ANDREASSEN,CAROLINE",,,,,,,"MISS 3PTR by ANDREASSEN,CAROLINE",3,three pointer,missed,Centre,caroline andreassen,,381
318,18,berry,Centre,Berry College,63-52,63,52,"9, 19, 18, 17, 63","14, 13, 12, 13, 52",9,19,18,17,63,14,13,12,13,52,"5-13, 3-4","7-11, 1-6",01/29/16,Win,300,No Location Recorded,6 p.m.,A,318,--,"REBOUND OFF by GUY,ALEXIS",,,,,,,"REBOUND OFF by GUY,ALEXIS",3,offensive rebound,,Centre,alexis guy,,
319,18,berry,Centre,Berry College,63-52,63,52,"9, 19, 18, 17, 63","14, 13, 12, 13, 52",9,19,18,17,63,14,13,12,13,52,"5-13, 3-4","7-11, 1-6",01/29/16,Win,300,No Location Recorded,6 p.m.,A,319,06:16,"GOOD LAYUP by GUY,ALEXIS(in the paint)",33,,33,,CENW 33-33 (0),,"GOOD LAYUP by GUY,ALEXIS(in the paint)",3,layup,good,Centre,alexis guy,2,376
320,18,berry,Centre,Berry College,63-52,63,52,"9, 19, 18, 17, 63","14, 13, 12, 13, 52",9,19,18,17,63,14,13,12,13,52,"5-13, 3-4","7-11, 1-6",01/29/16,Win,300,No Location Recorded,6 p.m.,A,320,05:58,"FOUL  by JUDY,MICHELE",,,,,,,"FOUL  by JUDY,MICHELE",3,foul,,Centre,michele judy,,358
321,18,berry,Centre,Berry College,63-52,63,52,"9, 19, 18, 17, 63","14, 13, 12, 13, 52",9,19,18,17,63,14,13,12,13,52,"5-13, 3-4","7-11, 1-6",01/29/16,Win,300,No Location Recorded,6 p.m.,A,321,05:58,,,,,"MISS FT by CASEY,MEGAN",,,"MISS FT by CASEY,MEGAN",3,free throw,missed,berry college,megan casey,,358
322,18,berry,Centre,Berry College,63-52,63,52,"9, 19, 18, 17, 63","14, 13, 12, 13, 52",9,19,18,17,63,14,13,12,13,52,"5-13, 3-4","7-11, 1-6",01/29/16,Win,300,No Location Recorded,6 p.m.,A,322,--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,3,deadball rebound,,Centre,,,
323,18,berry,Centre,Berry College,63-52,63,52,"9, 19, 18, 17, 63","14, 13, 12, 13, 52",9,19,18,17,63,14,13,12,13,52,"5-13, 3-4","7-11, 1-6",01/29/16,Win,300,No Location Recorded,6 p.m.,A,323,05:58,,,,,"MISS FT by CASEY,MEGAN",,,"MISS FT by CASEY,MEGAN",3,free throw,missed,berry college,megan casey,,358
324,18,berry,Centre,Berry College,63-52,63,52,"9, 19, 18, 17, 63","14, 13, 12, 13, 52",9,19,18,17,63,14,13,12,13,52,"5-13, 3-4","7-11, 1-6",01/29/16,Win,300,No Location Recorded,6 p.m.,A,324,--,"REBOUND DEF by VANCE,DAY",,,,,,,"REBOUND DEF by VANCE,DAY",3,defensive rebound,,Centre,day vance,,
325,18,berry,Centre,Berry College,63-52,63,52,"9, 19, 18, 17, 63","14, 13, 12, 13, 52",9,19,18,17,63,14,13,12,13,52,"5-13, 3-4","7-11, 1-6",01/29/16,Win,300,No Location Recorded,6 p.m.,A,325,05:58,"SUB IN by STEWART,ABIGAIL",,,,,,,"SUB IN by STEWART,ABIGAIL",3,subbing in,,Centre,abigail stewart,,358
326,18,berry,Centre,Berry College,63-52,63,52,"9, 19, 18, 17, 63","14, 13, 12, 13, 52",9,19,18,17,63,14,13,12,13,52,"5-13, 3-4","7-11, 1-6",01/29/16,Win,300,No Location Recorded,6 p.m.,A,326,05:58,"SUB IN by RHULE,BONNIE",,,,,,,"SUB IN by RHULE,BONNIE",3,subbing in,,Centre,bonnie rhule,,358
327,18,berry,Centre,Berry College,63-52,63,52,"9, 19, 18, 17, 63","14, 13, 12, 13, 52",9,19,18,17,63,14,13,12,13,52,"5-13, 3-4","7-11, 1-6",01/29/16,Win,300,No Location Recorded,6 p.m.,A,327,05:58,"SUB OUT by JUDY,MICHELE",,,,,,,"SUB OUT by JUDY,MICHELE",3,subbing out,,Centre,michele judy,,358
328,18,berry,Centre,Berry College,63-52,63,52,"9, 19, 18, 17, 63","14, 13, 12, 13, 52",9,19,18,17,63,14,13,12,13,52,"5-13, 3-4","7-11, 1-6",01/29/16,Win,300,No Location Recorded,6 p.m.,A,328,05:58,"SUB OUT by GUY,ALEXIS",,,,,,,"SUB OUT by GUY,ALEXIS",3,subbing out,,Centre,alexis guy,,358
329,18,berry,Centre,Berry College,63-52,63,52,"9, 19, 18, 17, 63","14, 13, 12, 13, 52",9,19,18,17,63,14,13,12,13,52,"5-13, 3-4","7-11, 1-6",01/29/16,Win,300,No Location Recorded,6 p.m.,A,329,05:38,"GOOD JUMPER by KELLAM,PAIGE",35 (+2),,33,,CENW 35-33 (+2),,"GOOD JUMPER by KELLAM,PAIGE",3,jumper,good,Centre,paige kellam,2,338
330,18,berry,Centre,Berry College,63-52,63,52,"9, 19, 18, 17, 63","14, 13, 12, 13, 52",9,19,18,17,63,14,13,12,13,52,"5-13, 3-4","7-11, 1-6",01/29/16,Win,300,No Location Recorded,6 p.m.,A,330,05:22,,35,,35,"GOOD LAYUP by CASEY,MEGAN(in the paint)",BCW 35-35 (0),,"GOOD LAYUP by CASEY,MEGAN(in the paint)",3,layup,good,berry college,megan casey,2,322
331,18,berry,Centre,Berry College,63-52,63,52,"9, 19, 18, 17, 63","14, 13, 12, 13, 52",9,19,18,17,63,14,13,12,13,52,"5-13, 3-4","7-11, 1-6",01/29/16,Win,300,No Location Recorded,6 p.m.,A,331,--,,,,,"ASSIST  by LYNCH,ROSIE",,,"ASSIST  by LYNCH,ROSIE",3,assist,,berry college,rosie lynch,,
332,18,berry,Centre,Berry College,63-52,63,52,"9, 19, 18, 17, 63","14, 13, 12, 13, 52",9,19,18,17,63,14,13,12,13,52,"5-13, 3-4","7-11, 1-6",01/29/16,Win,300,No Location Recorded,6 p.m.,A,332,05:22,"FOUL  by VANCE,DAY",,,,,,,"FOUL  by VANCE,DAY",3,foul,,Centre,day vance,,322
333,18,berry,Centre,Berry College,63-52,63,52,"9, 19, 18, 17, 63","14, 13, 12, 13, 52",9,19,18,17,63,14,13,12,13,52,"5-13, 3-4","7-11, 1-6",01/29/16,Win,300,No Location Recorded,6 p.m.,A,333,05:22,,,,,"MISS FT by CASEY,MEGAN",,,"MISS FT by CASEY,MEGAN",3,free throw,missed,berry college,megan casey,,322
334,18,berry,Centre,Berry College,63-52,63,52,"9, 19, 18, 17, 63","14, 13, 12, 13, 52",9,19,18,17,63,14,13,12,13,52,"5-13, 3-4","7-11, 1-6",01/29/16,Win,300,No Location Recorded,6 p.m.,A,334,--,"REBOUND DEF by VANCE,DAY",,,,,,,"REBOUND DEF by VANCE,DAY",3,defensive rebound,,Centre,day vance,,
335,18,berry,Centre,Berry College,63-52,63,52,"9, 19, 18, 17, 63","14, 13, 12, 13, 52",9,19,18,17,63,14,13,12,13,52,"5-13, 3-4","7-11, 1-6",01/29/16,Win,300,No Location Recorded,6 p.m.,A,335,05:22,"SUB IN by JUDY,MICHELE",,,,,,,"SUB IN by JUDY,MICHELE",3,subbing in,,Centre,michele judy,,322
