Play Type,Shot Outcome,Shot Clock,Team,Time(seconds)
jumper,missed,4.0,piedmont,522.0
layup,good,26.0,piedmont,518.0
jumper,missed,7.0,Centre,495.0
three pointer,missed,24.0,Centre,489.0
jumper,good,18.0,piedmont,477.0
jumper,missed,7.0,Centre,454.0
jumper,missed,25.0,Centre,449.0
jumper,missed,19.0,piedmont,438.0
jumper,missed,25.0,Centre,433.0
jumper,missed,22.0,piedmont,425.0
three pointer,missed,28.0,Centre,393.0
jumper,missed,1.0,piedmont,364.0
jumper,good,24.0,piedmont,358.0
three pointer,good,19.0,Centre,313.0
jumper,good,28.0,piedmont,286.0
layup,missed,17.0,Centre,273.0
layup,good,23.0,piedmont,266.0
jumper,good,12.0,Centre,248.0
layup,good,17.0,piedmont,235.0
three pointer,missed,12.0,Centre,217.0
layup,good,23.0,Centre,210.0
three pointer,missed,12.0,Centre,187.0
layup,good,8.0,Centre,138.0
three pointer,missed,6.0,piedmont,114.0
jumper,good,22.0,Centre,70.0
layup,good,16.0,piedmont,56.0
three pointer,missed,24.0,Centre,24.0
three pointer,missed,12.0,Centre,12.0
layup,missed,2.0,Centre,2.0
layup,good,17.0,Centre,1172.0
layup,good,10.0,ripon college,1152.0
three pointer,missed,4.0,Centre,1126.0
layup,good,18.0,Centre,1097.0
three pointer,missed,7.0,ripon college,1074.0
three pointer,good,17.0,Centre,1061.0
layup,missed,0.0,ripon college,1031.0
jumper,good,22.0,Centre,1023.0
jumper,good,17.0,ripon college,983.0
layup,missed,13.0,ripon college,936.0
three pointer,missed,18.0,Centre,924.0
three pointer,missed,26.0,Centre,920.0
jumper,missed,26.0,ripon college,886.0
jumper,missed,19.0,Centre,875.0
jumper,missed,10.0,ripon college,855.0
layup,good,24.0,Centre,849.0
jumper,good,17.0,Centre,800.0
three pointer,good,16.0,ripon college,786.0
jumper,good,20.0,Centre,776.0
three pointer,missed,12.0,ripon college,758.0
layup,missed,20.0,Centre,748.0
layup,missed,4.0,Centre,732.0
layup,good,16.0,Centre,689.0
three pointer,good,14.0,ripon college,673.0
three pointer,good,16.0,ripon college,643.0
layup,good,20.0,Centre,605.0
jumper,good,6.0,ripon college,581.0
three pointer,missed,15.0,Centre,566.0
jumper,missed,14.0,ripon college,550.0
layup,missed,11.0,Centre,531.0
jumper,missed,27.0,Centre,516.0
three pointer,good,19.0,ripon college,504.0
three pointer,missed,20.0,Centre,494.0
layup,good,27.0,Centre,461.0
three pointer,good,10.0,ripon college,441.0
three pointer,missed,12.0,Centre,423.0
layup,missed,5.0,ripon college,398.0
layup,good,11.0,ripon college,368.0
three pointer,missed,8.0,Centre,346.0
jumper,missed,21.0,Centre,328.0
layup,missed,22.0,Centre,320.0
three pointer,missed,6.0,Centre,296.0
three pointer,good,26.0,ripon college,249.0
layup,missed,8.0,Centre,227.0
layup,missed,19.0,ripon college,216.0
jumper,missed,10.0,Centre,196.0
jumper,missed,21.0,ripon college,187.0
three pointer,missed,12.0,Centre,166.0
layup,good,2.0,ripon college,138.0
layup,missed,20.0,Centre,128.0
layup,good,2.0,Centre,110.0
layup,good,1.0,ripon college,81.0
jumper,missed,22.0,Centre,66.0
three pointer,missed,29.0,ripon college,35.0
layup,good,14.0,ripon college,14.0
layup,good,1.0,Centre,1.0
three pointer,good,19.0,Centre,1189.0
jumper,missed,0.0,ripon college,1159.0
jumper,missed,17.0,Centre,1146.0
layup,good,27.0,Centre,1143.0
layup,good,13.0,Centre,1095.0
layup,missed,15.0,ripon college,1080.0
layup,good,23.0,Centre,1025.0
three pointer,missed,13.0,ripon college,1008.0
layup,missed,23.0,Centre,988.0
three pointer,missed,17.0,Centre,957.0
jumper,missed,12.0,ripon college,939.0
jumper,good,25.0,Centre,916.0
jumper,missed,14.0,ripon college,880.0
three pointer,good,20.0,Centre,870.0
layup,good,4.0,ripon college,844.0
jumper,missed,21.0,Centre,835.0
jumper,missed,13.0,ripon college,818.0
layup,good,22.0,Centre,810.0
layup,good,29.0,Centre,785.0
layup,good,17.0,Centre,742.0
three pointer,good,26.0,Centre,714.0
three pointer,missed,11.0,ripon college,695.0
jumper,missed,18.0,ripon college,676.0
layup,missed,23.0,ripon college,669.0
three pointer,missed,20.0,ripon college,659.0
three pointer,missed,18.0,Centre,647.0
jumper,missed,1.0,Centre,569.0
layup,good,12.0,ripon college,551.0
jumper,missed,13.0,Centre,534.0
jumper,missed,8.0,ripon college,512.0
jumper,missed,17.0,Centre,499.0
jumper,missed,29.0,Centre,463.0
three pointer,missed,22.0,ripon college,455.0
jumper,good,16.0,ripon college,441.0
jumper,good,20.0,Centre,431.0
layup,missed,19.0,ripon college,353.0
jumper,missed,10.0,Centre,323.0
layup,missed,27.0,Centre,320.0
three pointer,missed,18.0,ripon college,308.0
layup,missed,7.0,ripon college,275.0
layup,good,11.0,ripon college,214.0
layup,missed,1.0,Centre,185.0
three pointer,missed,24.0,Centre,179.0
jumper,missed,8.0,Centre,157.0
layup,good,30.0,Centre,157.0
three pointer,good,7.0,ripon college,134.0
layup,missed,25.0,ripon college,99.0
three pointer,missed,23.0,ripon college,92.0
layup,missed,27.0,Centre,27.0
jumper,good,23.0,ripon college,23.0
three pointer,missed,19.0,ripon college,19.0
jumper,missed,15.0,ripon college,15.0
jumper,good,24.0,sewanee,1194.0
jumper,missed,16.0,Centre,1180.0
jumper,missed,7.0,sewanee,1157.0
jumper,good,4.0,Centre,1131.0
three pointer,missed,15.0,sewanee,1116.0
jumper,good,20.0,sewanee,1106.0
three pointer,good,22.0,Centre,1098.0
jumper,missed,22.0,sewanee,1090.0
jumper,missed,28.0,sewanee,1085.0
layup,good,25.0,Centre,1080.0
jumper,good,14.0,sewanee,1064.0
jumper,missed,28.0,Centre,1032.0
jumper,good,18.0,sewanee,1020.0
jumper,good,17.0,Centre,1007.0
three pointer,good,28.0,Centre,992.0
jumper,good,24.0,sewanee,986.0
three pointer,missed,16.0,Centre,972.0
jumper,missed,21.0,Centre,963.0
layup,good,23.0,Centre,949.0
three pointer,good,23.0,sewanee,942.0
jumper,missed,5.0,Centre,894.0
layup,good,24.0,Centre,873.0
jumper,missed,11.0,sewanee,854.0
three pointer,missed,23.0,Centre,847.0
three pointer,missed,21.0,sewanee,838.0
jumper,missed,23.0,Centre,831.0
three pointer,good,-65.0,Centre,718.0
jumper,good,-68.0,sewanee,685.0
three pointer,missed,18.0,Centre,673.0
layup,good,21.0,sewanee,664.0
three pointer,missed,3.0,Centre,637.0
jumper,good,19.0,Centre,626.0
three pointer,missed,26.0,Centre,613.0
jumper,missed,25.0,Centre,589.0
jumper,missed,23.0,sewanee,582.0
jumper,good,23.0,sewanee,575.0
layup,good,7.0,Centre,536.0
layup,missed,25.0,sewanee,531.0
jumper,good,13.0,Centre,514.0
layup,good,15.0,Centre,491.0
three pointer,good,18.0,Centre,437.0
layup,good,27.0,sewanee,404.0
three pointer,good,3.0,Centre,377.0
layup,good,18.0,sewanee,365.0
three pointer,good,16.0,Centre,351.0
jumper,missed,27.0,Centre,335.0
jumper,good,28.0,sewanee,333.0
jumper,good,8.0,sewanee,240.0
jumper,missed,27.0,sewanee,202.0
jumper,good,29.0,Centre,191.0
three pointer,good,27.0,sewanee,177.0
jumper,good,8.0,sewanee,137.0
three pointer,missed,20.0,Centre,127.0
three pointer,missed,16.0,sewanee,113.0
jumper,good,4.0,Centre,87.0
three pointer,good,5.0,Centre,43.0
jumper,missed,1175.0,sewanee,1188.0
jumper,good,20.0,sewanee,1178.0
jumper,good,4.0,Centre,1152.0
jumper,missed,14.0,sewanee,1136.0
three pointer,missed,26.0,Centre,1132.0
layup,missed,4.0,Centre,1106.0
jumper,good,30.0,Centre,1096.0
jumper,good,10.0,sewanee,1076.0
three pointer,missed,15.0,Centre,1061.0
jumper,missed,19.0,sewanee,1050.0
layup,missed,25.0,Centre,1045.0
layup,good,21.0,Centre,1006.0
three pointer,missed,27.0,Centre,997.0
jumper,missed,20.0,Centre,960.0
jumper,missed,18.0,sewanee,948.0
jumper,missed,24.0,sewanee,942.0
layup,good,18.0,Centre,917.0
jumper,good,20.0,sewanee,891.0
jumper,missed,8.0,Centre,869.0
jumper,missed,26.0,Centre,859.0
layup,missed,18.0,sewanee,847.0
jumper,missed,17.0,sewanee,834.0
layup,good,16.0,Centre,804.0
jumper,good,11.0,sewanee,785.0
three pointer,good,6.0,Centre,761.0
three pointer,missed,6.0,sewanee,737.0
jumper,good,19.0,sewanee,726.0
layup,good,15.0,Centre,711.0
three pointer,missed,11.0,Centre,662.0
three pointer,missed,18.0,sewanee,650.0
layup,missed,30.0,sewanee,625.0
jumper,missed,29.0,sewanee,624.0
jumper,good,29.0,Centre,623.0
jumper,missed,6.0,Centre,583.0
layup,missed,30.0,Centre,556.0
jumper,missed,17.0,sewanee,543.0
layup,good,27.0,sewanee,528.0
jumper,missed,15.0,Centre,513.0
jumper,missed,23.0,sewanee,506.0
three pointer,missed,10.0,Centre,423.0
jumper,missed,8.0,Centre,401.0
three pointer,missed,9.0,Centre,380.0
three pointer,missed,9.0,sewanee,359.0
layup,good,25.0,sewanee,354.0
jumper,missed,6.0,Centre,330.0
jumper,missed,6.0,Centre,297.0
layup,missed,22.0,sewanee,289.0
three pointer,missed,18.0,sewanee,247.0
layup,missed,20.0,Centre,237.0
three pointer,missed,26.0,Centre,233.0
layup,missed,7.0,Centre,187.0
jumper,missed,27.0,Centre,184.0
three pointer,missed,19.0,sewanee,173.0
jumper,good,18.0,Centre,161.0
three pointer,missed,9.0,Centre,104.0
jumper,missed,6.0,Centre,80.0
layup,good,23.0,sewanee,23.0
three pointer,missed,13.0,sewanee,13.0
three pointer,missed,0.0,sewanee,0.0
layup,missed,620.0,thomas more college,1190.0
layup,good,28.0,thomas more college,1188.0
layup,missed,18.0,Centre,1176.0
jumper,missed,15.0,thomas more college,1161.0
jumper,missed,2.0,Centre,1133.0
jumper,good,15.0,thomas more college,1118.0
three pointer,missed,22.0,thomas more college,1067.0
three pointer,good,16.0,thomas more college,1027.0
three pointer,missed,20.0,thomas more college,991.0
jumper,missed,21.0,thomas more college,954.0
jumper,good,24.0,thomas more college,915.0
layup,good,7.0,Centre,865.0
three pointer,good,19.0,thomas more college,854.0
jumper,missed,15.0,Centre,839.0
three pointer,missed,21.0,thomas more college,830.0
three pointer,good,15.0,thomas more college,802.0
layup,good,23.0,thomas more college,762.0
layup,missed,28.0,Centre,730.0
jumper,missed,16.0,thomas more college,716.0
three pointer,missed,20.0,Centre,706.0
layup,good,14.0,Centre,684.0
jumper,missed,19.0,thomas more college,673.0
jumper,missed,7.0,Centre,650.0
jumper,good,18.0,thomas more college,638.0
jumper,good,15.0,Centre,623.0
layup,missed,4.0,Centre,575.0
three pointer,missed,7.0,thomas more college,552.0
three pointer,missed,4.0,Centre,526.0
three pointer,missed,16.0,thomas more college,512.0
layup,missed,26.0,thomas more college,508.0
three pointer,missed,9.0,Centre,487.0
jumper,missed,29.0,Centre,414.0
three pointer,good,20.0,thomas more college,404.0
layup,good,6.0,Centre,380.0
jumper,missed,3.0,thomas more college,353.0
jumper,good,1.0,Centre,324.0
three pointer,good,21.0,thomas more college,315.0
three pointer,missed,6.0,thomas more college,270.0
layup,good,28.0,Centre,238.0
layup,good,25.0,thomas more college,233.0
jumper,missed,26.0,thomas more college,224.0
layup,good,26.0,thomas more college,220.0
layup,good,24.0,thomas more college,195.0
layup,good,11.0,thomas more college,165.0
jumper,missed,26.0,thomas more college,151.0
layup,missed,26.0,thomas more college,147.0
layup,good,26.0,thomas more college,143.0
jumper,missed,10.0,Centre,123.0
jumper,good,30.0,thomas more college,116.0
layup,missed,10.0,thomas more college,79.0
three pointer,missed,19.0,thomas more college,54.0
three pointer,missed,4.0,thomas more college,4.0
layup,missed,1169.0,thomas more college,1193.0
jumper,missed,5.0,Centre,1168.0
jumper,good,10.0,thomas more college,1148.0
layup,good,25.0,thomas more college,1135.0
three pointer,good,18.0,thomas more college,1055.0
layup,good,17.0,thomas more college,1024.0
layup,missed,29.0,Centre,993.0
layup,missed,25.0,thomas more college,974.0
three pointer,missed,5.0,Centre,949.0
layup,missed,25.0,Centre,944.0
three pointer,good,19.0,thomas more college,933.0
jumper,missed,24.0,Centre,897.0
layup,missed,6.0,Centre,855.0
jumper,good,26.0,Centre,851.0
layup,good,28.0,thomas more college,831.0
layup,good,23.0,thomas more college,796.0
jumper,missed,8.0,Centre,748.0
jumper,missed,14.0,thomas more college,705.0
jumper,good,18.0,thomas more college,693.0
layup,good,27.0,thomas more college,674.0
layup,good,28.0,Centre,595.0
layup,good,10.0,Centre,564.0
jumper,missed,15.0,thomas more college,549.0
jumper,missed,8.0,Centre,527.0
jumper,missed,3.0,thomas more college,497.0
three pointer,missed,25.0,thomas more college,492.0
layup,good,26.0,thomas more college,412.0
jumper,missed,26.0,thomas more college,385.0
jumper,good,21.0,thomas more college,353.0
layup,missed,10.0,thomas more college,305.0
jumper,missed,4.0,Centre,279.0
layup,missed,21.0,thomas more college,270.0
jumper,missed,21.0,Centre,231.0
three pointer,missed,16.0,thomas more college,217.0
jumper,good,24.0,thomas more college,211.0
jumper,missed,1.0,Centre,182.0
layup,missed,27.0,thomas more college,168.0
jumper,good,6.0,Centre,144.0
jumper,missed,16.0,thomas more college,130.0
three pointer,good,17.0,thomas more college,91.0
layup,missed,13.0,Centre,74.0
layup,good,25.0,Centre,69.0
jumper,missed,4.0,thomas more college,43.0
jumper,missed,2.0,Centre,2.0
three pointer,missed,608.0,Centre,1178.0
three pointer,good,15.0,Centre,1151.0
three pointer,good,1.0,asbury university,1122.0
three pointer,missed,24.0,Centre,1088.0
layup,good,26.0,asbury university,1066.0
layup,good,20.0,asbury university,1043.0
jumper,missed,18.0,Centre,1031.0
three pointer,missed,23.0,asbury university,1024.0
three pointer,good,15.0,Centre,1009.0
three pointer,missed,6.0,asbury university,985.0
layup,good,26.0,asbury university,981.0
three pointer,missed,14.0,Centre,965.0
layup,missed,17.0,asbury university,940.0
jumper,missed,6.0,Centre,897.0
jumper,good,1.0,Centre,892.0
three pointer,good,21.0,asbury university,883.0
jumper,missed,30.0,Centre,873.0
jumper,missed,15.0,asbury university,853.0
three pointer,missed,14.0,Centre,837.0
layup,good,27.0,asbury university,807.0
layup,good,13.0,Centre,790.0
layup,good,7.0,asbury university,767.0
layup,good,28.0,asbury university,752.0
three pointer,missed,4.0,Centre,726.0
three pointer,good,14.0,asbury university,710.0
layup,good,30.0,Centre,681.0
three pointer,missed,22.0,asbury university,673.0
three pointer,good,12.0,Centre,589.0
jumper,good,10.0,asbury university,569.0
three pointer,missed,17.0,asbury university,536.0
jumper,missed,12.0,Centre,518.0
three pointer,missed,20.0,asbury university,508.0
jumper,good,10.0,Centre,488.0
layup,missed,12.0,asbury university,470.0
three pointer,missed,23.0,Centre,463.0
jumper,good,14.0,asbury university,447.0
layup,missed,26.0,Centre,441.0
three pointer,missed,18.0,asbury university,429.0
layup,missed,25.0,asbury university,424.0
layup,missed,17.0,Centre,411.0
three pointer,missed,15.0,asbury university,396.0
layup,good,22.0,asbury university,388.0
layup,missed,22.0,Centre,380.0
jumper,missed,20.0,asbury university,370.0
three pointer,missed,9.0,Centre,325.0
three pointer,good,19.0,asbury university,300.0
jumper,missed,20.0,asbury university,278.0
layup,good,12.0,Centre,260.0
three pointer,missed,19.0,asbury university,249.0
three pointer,missed,15.0,Centre,234.0
jumper,missed,15.0,Centre,208.0
layup,good,26.0,Centre,204.0
three pointer,missed,29.0,asbury university,173.0
layup,good,11.0,Centre,124.0
three pointer,missed,29.0,asbury university,93.0
jumper,good,7.0,asbury university,61.0
three pointer,good,12.0,Centre,43.0
jumper,good,22.0,asbury university,22.0
jumper,good,4.0,Centre,4.0
three pointer,missed,1162.0,asbury university,1175.0
jumper,good,9.0,Centre,1154.0
layup,missed,29.0,asbury university,1123.0
three pointer,missed,21.0,Centre,1114.0
layup,missed,20.0,asbury university,1104.0
layup,missed,12.0,Centre,1086.0
jumper,missed,5.0,Centre,1079.0
jumper,missed,18.0,Centre,1039.0
layup,missed,21.0,asbury university,1030.0
three pointer,missed,22.0,Centre,1022.0
jumper,missed,18.0,asbury university,996.0
jumper,good,21.0,Centre,987.0
jumper,missed,3.0,Centre,944.0
layup,missed,7.0,asbury university,921.0
three pointer,good,18.0,Centre,906.0
jumper,good,1.0,asbury university,877.0
three pointer,missed,7.0,asbury university,828.0
layup,good,21.0,Centre,819.0
three pointer,missed,2.0,asbury university,791.0
jumper,good,26.0,asbury university,787.0
jumper,good,28.0,asbury university,773.0
jumper,good,8.0,Centre,751.0
three pointer,missed,15.0,Centre,712.0
layup,good,22.0,asbury university,704.0
layup,good,19.0,Centre,693.0
layup,missed,25.0,Centre,672.0
layup,missed,20.0,asbury university,662.0
jumper,missed,27.0,Centre,644.0
three pointer,missed,13.0,asbury university,627.0
three pointer,missed,1.0,Centre,598.0
three pointer,missed,29.0,asbury university,554.0
jumper,missed,30.0,Centre,553.0
jumper,missed,17.0,asbury university,510.0
layup,good,8.0,Centre,488.0
three pointer,missed,4.0,Centre,450.0
layup,missed,15.0,asbury university,435.0
layup,missed,26.0,Centre,416.0
layup,missed,14.0,asbury university,398.0
layup,good,24.0,asbury university,388.0
jumper,good,8.0,Centre,366.0
layup,good,26.0,asbury university,330.0
jumper,missed,13.0,Centre,313.0
three pointer,missed,19.0,asbury university,296.0
layup,good,26.0,asbury university,292.0
jumper,missed,10.0,Centre,272.0
jumper,missed,6.0,Centre,180.0
three pointer,missed,8.0,Centre,130.0
three pointer,missed,11.0,Centre,107.0
three pointer,missed,20.0,Centre,97.0
three pointer,good,5.0,asbury university,67.0
three pointer,missed,5.0,Centre,42.0
jumper,missed,24.0,Centre,36.0
layup,good,6.0,Centre,6.0
three pointer,missed,1.0,Centre,1.0
layup,missed,27.0,Centre,1197.0
layup,good,19.0,Centre,1189.0
jumper,missed,16.0,birmingham-southern,1172.0
three pointer,missed,4.0,Centre,1146.0
layup,missed,8.0,birmingham-southern,1124.0
layup,missed,18.0,birmingham-southern,1112.0
layup,good,21.0,Centre,1103.0
layup,good,8.0,birmingham-southern,1081.0
jumper,missed,12.0,Centre,1063.0
layup,missed,16.0,birmingham-southern,1049.0
layup,good,14.0,Centre,1033.0
layup,missed,24.0,birmingham-southern,1013.0
layup,good,26.0,Centre,1003.0
jumper,missed,10.0,birmingham-southern,983.0
three pointer,good,11.0,birmingham-southern,953.0
layup,good,12.0,Centre,935.0
jumper,missed,17.0,birmingham-southern,922.0
layup,good,26.0,birmingham-southern,918.0
jumper,missed,21.0,Centre,894.0
layup,missed,18.0,birmingham-southern,882.0
three pointer,missed,14.0,Centre,866.0
three pointer,good,10.0,Centre,793.0
three pointer,missed,15.0,birmingham-southern,778.0
layup,good,15.0,Centre,763.0
layup,missed,9.0,birmingham-southern,742.0
jumper,missed,14.0,Centre,726.0
layup,missed,15.0,birmingham-southern,711.0
layup,good,25.0,birmingham-southern,706.0
layup,missed,26.0,birmingham-southern,672.0
jumper,good,29.0,Centre,641.0
three pointer,good,10.0,birmingham-southern,621.0
three pointer,missed,9.0,Centre,600.0
layup,good,15.0,birmingham-southern,585.0
jumper,good,30.0,Centre,582.0
jumper,missed,14.0,birmingham-southern,526.0
three pointer,missed,26.0,birmingham-southern,522.0
three pointer,missed,11.0,birmingham-southern,503.0
three pointer,missed,30.0,birmingham-southern,460.0
layup,good,15.0,birmingham-southern,445.0
jumper,good,8.0,Centre,423.0
three pointer,missed,18.0,birmingham-southern,411.0
jumper,good,21.0,Centre,402.0
three pointer,good,14.0,birmingham-southern,386.0
layup,good,12.0,Centre,368.0
three pointer,good,10.0,birmingham-southern,348.0
three pointer,good,19.0,Centre,337.0
layup,good,14.0,birmingham-southern,321.0
layup,missed,6.0,Centre,297.0
layup,missed,22.0,birmingham-southern,289.0
three pointer,missed,12.0,Centre,262.0
layup,missed,28.0,birmingham-southern,224.0
layup,missed,25.0,birmingham-southern,219.0
layup,good,21.0,birmingham-southern,182.0
three pointer,missed,6.0,Centre,158.0
three pointer,missed,22.0,Centre,150.0
layup,missed,22.0,birmingham-southern,142.0
layup,missed,27.0,birmingham-southern,139.0
layup,missed,22.0,birmingham-southern,111.0
three pointer,good,19.0,birmingham-southern,100.0
jumper,missed,28.0,birmingham-southern,55.0
layup,missed,19.0,birmingham-southern,44.0
layup,good,26.0,birmingham-southern,40.0
layup,good,13.0,Centre,13.0
layup,good,20.0,Centre,1190.0
layup,good,23.0,birmingham-southern,1153.0
layup,good,24.0,Centre,1147.0
layup,good,22.0,birmingham-southern,1139.0
three pointer,missed,11.0,Centre,1120.0
layup,missed,24.0,Centre,1103.0
three pointer,missed,16.0,birmingham-southern,1089.0
jumper,good,8.0,birmingham-southern,1067.0
three pointer,missed,9.0,Centre,1046.0
three pointer,missed,15.0,birmingham-southern,1031.0
layup,missed,23.0,Centre,1024.0
layup,missed,12.0,Centre,1002.0
jumper,missed,16.0,birmingham-southern,988.0
jumper,good,24.0,Centre,970.0
jumper,good,15.0,birmingham-southern,955.0
layup,good,18.0,Centre,943.0
layup,good,11.0,birmingham-southern,924.0
layup,missed,6.0,Centre,900.0
three pointer,good,23.0,Centre,893.0
layup,good,17.0,Centre,866.0
three pointer,missed,18.0,birmingham-southern,847.0
