,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,HC,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
426,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,426,01:19,,62 (+12),,50,"GOOD FT by HARTLAGE,MAGGIE",CENTRE_W 62-50 (-12),,"GOOD FT by HARTLAGE,MAGGIE",2,free throw,good,Centre,maggie hartlage,1,79
427,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,427,01:18,,62 (+11),,51,"GOOD FT by MCKNIGHT,KAITLYN",CENTRE_W 62-51 (-11),,"GOOD FT by MCKNIGHT,KAITLYN",2,free throw,good,Centre,kaitlyn mcknight,1,78
428,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,428,01:18,,62 (+10),,52,"GOOD FT by MCKNIGHT,KAITLYN",CENTRE_W 62-52 (-10),,"GOOD FT by MCKNIGHT,KAITLYN",2,free throw,good,Centre,kaitlyn mcknight,1,78
429,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,429,01:18,,,,,"SUB IN by MCKNIGHT,KAITLYN",,,"SUB IN by MCKNIGHT,KAITLYN",2,subbing in,,Centre,kaitlyn mcknight,,78
430,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,430,01:18,,,,,"SUB OUT by COLLIVER,OLIVIA",,,"SUB OUT by COLLIVER,OLIVIA",2,subbing out,,Centre,olivia colliver,,78
431,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,431,01:12,,,,,"FOUL  by HARTLAGE,MAGGIE",,,"FOUL  by HARTLAGE,MAGGIE",2,foul,,Centre,maggie hartlage,,72
432,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,432,01:12,"GOOD FT by GALLIEN,KATY",63 (+11),,52,,HC 63-52 (-11),,"GOOD FT by GALLIEN,KATY",2,free throw,good,hendrix,katy gallien,1,72
433,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,433,01:12,"GOOD FT by GALLIEN,KATY",64 (+12),,52,,HC 64-52 (-12),,"GOOD FT by GALLIEN,KATY",2,free throw,good,hendrix,katy gallien,1,72
434,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,434,01:12,,,,,"SUB IN by COLLIVER,OLIVIA",,,"SUB IN by COLLIVER,OLIVIA",2,subbing in,,Centre,olivia colliver,,72
435,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,435,01:12,,,,,"SUB OUT by MCKNIGHT,KAITLYN",,,"SUB OUT by MCKNIGHT,KAITLYN",2,subbing out,,Centre,kaitlyn mcknight,,72
436,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,436,01:03,"GOOD JUMPER by KRIESEL-BIGLER,CAIT",66 (+14),,52,,HC 66-52 (-14),,"GOOD JUMPER by KRIESEL-BIGLER,CAIT",2,jumper,good,hendrix,cait kriesel-bigler,2,63
437,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,437,00:53,,66 (+11),,55,"GOOD 3PTR by RHULE,BONNIE",CENTRE_W 66-55 (-11),,"GOOD 3PTR by RHULE,BONNIE",2,three pointer,good,Centre,bonnie rhule,3,53
438,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,438,--,,,,,"ASSIST  by KELLAM,PAIGE",,,"ASSIST  by KELLAM,PAIGE",2,assist,,Centre,paige kellam,,
439,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,439,00:47,,,,,"SUB IN by HARTLAGE,MAGGIE",,,"SUB IN by HARTLAGE,MAGGIE",2,subbing in,,Centre,maggie hartlage,,47
440,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,440,00:47,,,,,"SUB OUT by LEWIS,KENDALL",,,"SUB OUT by LEWIS,KENDALL",2,subbing out,,Centre,kendall lewis,,47
441,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,441,00:43,,,,,"FOUL  by RHULE,BONNIE",,,"FOUL  by RHULE,BONNIE",2,foul,,Centre,bonnie rhule,,43
442,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,442,00:43,"GOOD FT by KRIESEL-BIGLER,CAIT",67 (+12),,55,,HC 67-55 (-12),,"GOOD FT by KRIESEL-BIGLER,CAIT",2,free throw,good,hendrix,cait kriesel-bigler,1,43
443,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,443,00:43,"GOOD FT by KRIESEL-BIGLER,CAIT",68 (+13),,55,,HC 68-55 (-13),,"GOOD FT by KRIESEL-BIGLER,CAIT",2,free throw,good,hendrix,cait kriesel-bigler,1,43
444,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,444,00:43,,,,,"SUB IN by ABBOTT,CAROLINE",,,"SUB IN by ABBOTT,CAROLINE",2,subbing in,,Centre,caroline abbott,,43
445,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,445,00:43,,,,,"SUB OUT by HARTLAGE,MAGGIE",,,"SUB OUT by HARTLAGE,MAGGIE",2,subbing out,,Centre,maggie hartlage,,43
446,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,446,00:32,,,,,"MISS FT by RHULE,BONNIE",,,"MISS FT by RHULE,BONNIE",2,free throw,missed,Centre,bonnie rhule,,32
447,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,447,--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2,deadball rebound,,Centre,,,
448,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,448,00:32,,68 (+12),,56,"GOOD FT by RHULE,BONNIE",CENTRE_W 68-56 (-12),,"GOOD FT by RHULE,BONNIE",2,free throw,good,Centre,bonnie rhule,1,32
449,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,449,00:32,,,,,"SUB IN by ADEROBA,OYIN",,,"SUB IN by ADEROBA,OYIN",2,subbing in,,Centre,oyin aderoba,,32
450,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,450,00:32,,,,,"SUB IN by SCHAD,OLIVIA",,,"SUB IN by SCHAD,OLIVIA",2,subbing in,,Centre,olivia schad,,32
451,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,451,00:32,,,,,"SUB IN by MCKNIGHT,KAITLYN",,,"SUB IN by MCKNIGHT,KAITLYN",2,subbing in,,Centre,kaitlyn mcknight,,32
452,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,452,00:32,,,,,"SUB OUT by RHULE,BONNIE",,,"SUB OUT by RHULE,BONNIE",2,subbing out,,Centre,bonnie rhule,,32
453,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,453,00:32,,,,,"SUB OUT by COLLIVER,OLIVIA",,,"SUB OUT by COLLIVER,OLIVIA",2,subbing out,,Centre,olivia colliver,,32
454,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,454,00:32,,,,,"SUB OUT by GUY,ALEXIS",,,"SUB OUT by GUY,ALEXIS",2,subbing out,,Centre,alexis guy,,32
455,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,455,00:02,"TURNOVER  by BROBERG,KATI",,,,,,,"TURNOVER  by BROBERG,KATI",2,turnover,,hendrix,kati broberg,,2
