,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,HC,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
141,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,141,04:29,"SUB IN by KRIESEL-BIGLER,CAIT",,,,,,,"SUB IN by KRIESEL-BIGLER,CAIT",1,subbing in,,hendrix,cait kriesel-bigler,,269
142,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,142,04:29,"SUB IN by DYSLIN,SARA",,,,,,,"SUB IN by DYSLIN,SARA",1,subbing in,,hendrix,sara dyslin,,269
143,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,143,04:29,"SUB IN by HURST,PEYTON",,,,,,,"SUB IN by HURST,PEYTON",1,subbing in,,hendrix,peyton hurst,,269
144,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,144,04:29,"SUB IN by FLORES,ESTRELLA",,,,,,,"SUB IN by FLORES,ESTRELLA",1,subbing in,,hendrix,estrella flores,,269
145,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,145,04:29,"SUB OUT by BODE,HAILEY",,,,,,,"SUB OUT by BODE,HAILEY",1,subbing out,,hendrix,hailey bode,,269
146,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,146,04:29,"SUB OUT by FORBES,BREANN",,,,,,,"SUB OUT by FORBES,BREANN",1,subbing out,,hendrix,breann forbes,,269
147,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,147,04:29,"SUB OUT by WAYLAN,CATHY",,,,,,,"SUB OUT by WAYLAN,CATHY",1,subbing out,,hendrix,cathy waylan,,269
148,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,148,04:29,"SUB OUT by GALLIEN,KATY",,,,,,,"SUB OUT by GALLIEN,KATY",1,subbing out,,hendrix,katy gallien,,269
149,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,149,04:29,,,,,"SUB IN by MCKNIGHT,KAITLYN",,,"SUB IN by MCKNIGHT,KAITLYN",1,subbing in,,Centre,kaitlyn mcknight,,269
150,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,150,04:29,,,,,"SUB IN by SCHAD,OLIVIA",,,"SUB IN by SCHAD,OLIVIA",1,subbing in,,Centre,olivia schad,,269
151,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,151,04:29,,,,,"SUB IN by ANDREASSEN,CAROLINE",,,"SUB IN by ANDREASSEN,CAROLINE",1,subbing in,,Centre,caroline andreassen,,269
152,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,152,04:29,,,,,"SUB OUT by RHULE,BONNIE",,,"SUB OUT by RHULE,BONNIE",1,subbing out,,Centre,bonnie rhule,,269
153,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,153,04:29,,,,,"SUB OUT by LEWIS,KENDALL",,,"SUB OUT by LEWIS,KENDALL",1,subbing out,,Centre,kendall lewis,,269
154,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,154,04:29,,,,,"SUB OUT by HARTLAGE,MAGGIE",,,"SUB OUT by HARTLAGE,MAGGIE",1,subbing out,,Centre,maggie hartlage,,269
155,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,155,03:56,,29 (+11),,18,"GOOD JUMPER by ANDREASSEN,CAROLINE",CENTRE_W 29-18 (-11),,"GOOD JUMPER by ANDREASSEN,CAROLINE",1,jumper,good,Centre,caroline andreassen,2,236
156,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,156,03:54,"MISS LAYUP by KING,ANNA",,,,,,,"MISS LAYUP by KING,ANNA",1,layup,missed,hendrix,anna king,,234
157,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,157,--,,,,,"REBOUND DEF by GUY,ALEXIS",,,"REBOUND DEF by GUY,ALEXIS",1,defensive rebound,,Centre,alexis guy,,
158,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,158,03:34,,29 (+9),,20,"GOOD JUMPER by COLLIVER,OLIVIA",CENTRE_W 29-20 (-9),,"GOOD JUMPER by COLLIVER,OLIVIA",1,jumper,good,Centre,olivia colliver,2,214
159,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,159,--,,,,,"ASSIST  by SCHAD,OLIVIA",,,"ASSIST  by SCHAD,OLIVIA",1,assist,,Centre,olivia schad,,
160,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,160,03:08,"GOOD JUMPER by KRIESEL-BIGLER,CAIT",31 (+11),,20,,HC 31-20 (-11),,"GOOD JUMPER by KRIESEL-BIGLER,CAIT",1,jumper,good,hendrix,cait kriesel-bigler,2,188
161,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,161,02:59,"FOUL  by FLORES,ESTRELLA",,,,,,,"FOUL  by FLORES,ESTRELLA",1,foul,,hendrix,estrella flores,,179
162,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,162,02:59,,,,,"MISS FT by GUY,ALEXIS",,,"MISS FT by GUY,ALEXIS",1,free throw,missed,Centre,alexis guy,,179
163,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,163,--,"REBOUND DEF by KING,ANNA",,,,,,,"REBOUND DEF by KING,ANNA",1,defensive rebound,,hendrix,anna king,,
164,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,164,02:59,"GOOD 3PTR by BROBERG,KATI",34 (+14),,20,,HC 34-20 (-14),,"GOOD 3PTR by BROBERG,KATI",1,three pointer,good,hendrix,kati broberg,3,179
165,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,165,--,"ASSIST  by KRIESEL-BIGLER,CAIT",,,,,,,"ASSIST  by KRIESEL-BIGLER,CAIT",1,assist,,hendrix,cait kriesel-bigler,,
166,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,166,02:59,"SUB IN by BROBERG,KATI",,,,,,,"SUB IN by BROBERG,KATI",1,subbing in,,hendrix,kati broberg,,179
167,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,167,02:59,"SUB OUT by FLORES,ESTRELLA",,,,,,,"SUB OUT by FLORES,ESTRELLA",1,subbing out,,hendrix,estrella flores,,179
168,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,168,02:22,,34 (+11),,23,"GOOD 3PTR by COLLIVER,OLIVIA",CENTRE_W 34-23 (-11),,"GOOD 3PTR by COLLIVER,OLIVIA",1,three pointer,good,Centre,olivia colliver,3,142
169,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,169,--,,,,,"ASSIST  by GUY,ALEXIS",,,"ASSIST  by GUY,ALEXIS",1,assist,,Centre,alexis guy,,
170,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,170,02:10,"GOOD LAYUP by DYSLIN,SARA(in the paint)",36 (+13),,23,,HC 36-23 (-13),,"GOOD LAYUP by DYSLIN,SARA(in the paint)",1,layup,good,hendrix,sara dyslin,2,130
171,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,171,02:10,,,,,"MISS 3PTR by KELLAM,PAIGE",,,"MISS 3PTR by KELLAM,PAIGE",1,three pointer,missed,Centre,paige kellam,,130
172,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,172,--,"REBOUND DEF by KING,ANNA",,,,,,,"REBOUND DEF by KING,ANNA",1,defensive rebound,,hendrix,anna king,,
173,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,173,02:10,"MISS 3PTR by BROBERG,KATI",,,,,,,"MISS 3PTR by BROBERG,KATI",1,three pointer,missed,hendrix,kati broberg,,130
174,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,174,--,,,,,"REBOUND DEF by KELLAM,PAIGE",,,"REBOUND DEF by KELLAM,PAIGE",1,defensive rebound,,Centre,paige kellam,,
175,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,175,02:10,,,,,"SUB IN by HARTLAGE,MAGGIE",,,"SUB IN by HARTLAGE,MAGGIE",1,subbing in,,Centre,maggie hartlage,,130
176,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,176,02:10,,,,,"SUB IN by KELLAM,PAIGE",,,"SUB IN by KELLAM,PAIGE",1,subbing in,,Centre,paige kellam,,130
177,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,177,02:10,,,,,"SUB OUT by MCKNIGHT,KAITLYN",,,"SUB OUT by MCKNIGHT,KAITLYN",1,subbing out,,Centre,kaitlyn mcknight,,130
178,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,178,02:10,,,,,"SUB OUT by SCHAD,OLIVIA",,,"SUB OUT by SCHAD,OLIVIA",1,subbing out,,Centre,olivia schad,,130
179,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,179,01:58,,,,,"MISS LAYUP by KELLAM,PAIGE",,,"MISS LAYUP by KELLAM,PAIGE",1,layup,missed,Centre,paige kellam,,118
180,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,180,01:58,"BLOCK  by DYSLIN,SARA",,,,,,,"BLOCK  by DYSLIN,SARA",1,block,,hendrix,sara dyslin,,118
181,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,181,--,"REBOUND DEF by DYSLIN,SARA",,,,,,,"REBOUND DEF by DYSLIN,SARA",1,defensive rebound,,hendrix,sara dyslin,,
182,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,182,01:37,"MISS LAYUP by DYSLIN,SARA",,,,,,,"MISS LAYUP by DYSLIN,SARA",1,layup,missed,hendrix,sara dyslin,,97
183,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,183,--,,,,,"REBOUND DEF by COLLIVER,OLIVIA",,,"REBOUND DEF by COLLIVER,OLIVIA",1,defensive rebound,,Centre,olivia colliver,,
184,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,184,01:18,"FOUL  by HURST,PEYTON",,,,,,,"FOUL  by HURST,PEYTON",1,foul,,hendrix,peyton hurst,,78
185,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,185,00:45,,36 (+12),,24,"GOOD FT by GUY,ALEXIS",CENTRE_W 36-24 (-12),,"GOOD FT by GUY,ALEXIS",1,free throw,good,Centre,alexis guy,1,45
186,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,186,00:45,,,,,"MISS FT by GUY,ALEXIS",,,"MISS FT by GUY,ALEXIS",1,free throw,missed,Centre,alexis guy,,45
187,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,187,--,"REBOUND DEF by KING,ANNA",,,,,,,"REBOUND DEF by KING,ANNA",1,defensive rebound,,hendrix,anna king,,
188,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,188,00:45,"SUB IN by FORBES,BREANN",,,,,,,"SUB IN by FORBES,BREANN",1,subbing in,,hendrix,breann forbes,,45
189,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,189,00:45,"SUB IN by GALLIEN,KATY",,,,,,,"SUB IN by GALLIEN,KATY",1,subbing in,,hendrix,katy gallien,,45
190,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,190,00:45,"SUB OUT by KRIESEL-BIGLER,CAIT",,,,,,,"SUB OUT by KRIESEL-BIGLER,CAIT",1,subbing out,,hendrix,cait kriesel-bigler,,45
191,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,191,00:45,"SUB OUT by HURST,PEYTON",,,,,,,"SUB OUT by HURST,PEYTON",1,subbing out,,hendrix,peyton hurst,,45
192,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,192,00:45,,,,,"SUB IN by LEWIS,KENDALL",,,"SUB IN by LEWIS,KENDALL",1,subbing in,,Centre,kendall lewis,,45
193,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,193,00:45,,,,,"SUB IN by RHULE,BONNIE",,,"SUB IN by RHULE,BONNIE",1,subbing in,,Centre,bonnie rhule,,45
194,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,194,00:45,,,,,"SUB OUT by ANDREASSEN,CAROLINE",,,"SUB OUT by ANDREASSEN,CAROLINE",1,subbing out,,Centre,caroline andreassen,,45
195,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,195,00:45,,,,,"SUB OUT by KELLAM,PAIGE",,,"SUB OUT by KELLAM,PAIGE",1,subbing out,,Centre,paige kellam,,45
196,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,196,00:14,"GOOD JUMPER by KING,ANNA",38 (+14),,24,,HC 38-24 (-14),,"GOOD JUMPER by KING,ANNA",1,jumper,good,hendrix,anna king,2,14
197,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,197,--,"ASSIST  by FORBES,BREANN",,,,,,,"ASSIST  by FORBES,BREANN",1,assist,,hendrix,breann forbes,,
198,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,198,00:06,"FOUL  by KING,ANNA",,,,,,,"FOUL  by KING,ANNA",1,foul,,hendrix,anna king,,6
199,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,199,00:06,,38 (+13),,25,"GOOD FT by GUY,ALEXIS",CENTRE_W 38-25 (-13),,"GOOD FT by GUY,ALEXIS",1,free throw,good,Centre,alexis guy,1,6
200,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,200,00:06,,,,,"MISS FT by GUY,ALEXIS",,,"MISS FT by GUY,ALEXIS",1,free throw,missed,Centre,alexis guy,,6
201,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,201,--,"REBOUND DEF by KING,ANNA",,,,,,,"REBOUND DEF by KING,ANNA",1,defensive rebound,,hendrix,anna king,,
202,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,202,00:06,"SUB IN by KRIESEL-BIGLER,CAIT",,,,,,,"SUB IN by KRIESEL-BIGLER,CAIT",1,subbing in,,hendrix,cait kriesel-bigler,,6
203,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,203,00:06,"SUB OUT by BROBERG,KATI",,,,,,,"SUB OUT by BROBERG,KATI",1,subbing out,,hendrix,kati broberg,,6
204,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,204,00:01,"MISS 3PTR by GALLIEN,KATY",,,,,,,"MISS 3PTR by GALLIEN,KATY",1,three pointer,missed,hendrix,katy gallien,,1
205,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,205,--,,,,,"REBOUND DEF by HARTLAGE,MAGGIE",,,"REBOUND DEF by HARTLAGE,MAGGIE",1,defensive rebound,,Centre,maggie hartlage,,
206,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,206,Start Period 2,,,,,,,,,2,,,,,,
207,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,207,19:46,"FOUL  by KRIESEL-BIGLER,CAIT",,,,,,,"FOUL  by KRIESEL-BIGLER,CAIT",2,foul,,hendrix,cait kriesel-bigler,,1186
208,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,208,19:46,,,,,"TURNOVER  by RHULE,BONNIE",,,"TURNOVER  by RHULE,BONNIE",2,turnover,,Centre,bonnie rhule,,1186
209,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,209,19:46,"MISS JUMPER by KING,ANNA",,,,,,,"MISS JUMPER by KING,ANNA",2,jumper,missed,hendrix,anna king,,1186
210,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,210,19:46,,,,,"BLOCK  by COLLIVER,OLIVIA",,,"BLOCK  by COLLIVER,OLIVIA",2,block,,Centre,olivia colliver,,1186
211,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,211,--,,,,,"REBOUND DEF by KELLAM,PAIGE",,,"REBOUND DEF by KELLAM,PAIGE",2,defensive rebound,,Centre,paige kellam,,
212,19,hendrix,Hendrix,Centre College,56-68,56,68,"25, 31, 56","38, 30, 68",25,31,56,38,30,68,"8-12, 4-6 SAA","10-11, 5-5 SAA",02/08/15,Lose,250,No Location Recorded,12 p.m.,H,212,19:37,,,,,"MISS 3PTR by COLLIVER,OLIVIA",,,"MISS 3PTR by COLLIVER,OLIVIA",2,three pointer,missed,Centre,olivia colliver,,1177
